Rank1,Rank2,Rank3,Percentage
0.152,0.152,0.152,0.122
0.153,0.153,0.153,0.1225
0.154,0.154,0.154,0.123
0.155,0.155,0.155,0.1235
0.156,0.156,0.156,0.124
0.159,0.159,0.159,0.1245
0.159,0.159,0.159,0.125
0.161,0.161,0.161,0.1255
0.162,0.162,0.162,0.126
0.163,0.163,0.163,0.1265
0.163,0.163,0.163,0.127
0.164,0.164,0.164,0.1275
0.164,0.164,0.164,0.128
0.164,0.164,0.164,0.1285
0.165,0.165,0.165,0.129
0.165,0.165,0.165,0.1295
0.166,0.166,0.165,0.13
0.167,0.167,0.167,0.1305
0.168,0.168,0.168,0.131
0.168,0.168,0.168,0.1315
0.168,0.168,0.168,0.132
0.169,0.169,0.169,0.1325
0.17,0.17,0.17,0.133
0.17,0.17,0.17,0.1335
0.178,0.178,0.178,0.134
0.179,0.179,0.179,0.1345
0.18,0.18,0.18,0.135
0.18,0.18,0.18,0.1355
0.181,0.181,0.181,0.136
0.183,0.183,0.183,0.1365
0.183,0.183,0.183,0.137
0.185,0.185,0.185,0.1375
0.186,0.186,0.186,0.138
0.186,0.186,0.186,0.1385
0.187,0.187,0.187,0.139
0.191,0.191,0.191,0.1395
0.192,0.192,0.192,0.14
0.193,0.193,0.193,0.1405
0.193,0.193,0.193,0.141
0.193,0.193,0.193,0.1415
0.194,0.194,0.194,0.142
0.196,0.196,0.196,0.1425
0.196,0.196,0.196,0.143
0.197,0.197,0.197,0.1435
0.197,0.197,0.197,0.144
0.198,0.198,0.198,0.1445
0.198,0.198,0.198,0.145
0.201,0.201,0.201,0.1455
0.201,0.201,0.201,0.146
0.202,0.202,0.202,0.1465
0.202,0.202,0.202,0.147
0.203,0.203,0.203,0.1475
0.203,0.203,0.203,0.148
0.204,0.204,0.204,0.1485
0.205,0.205,0.205,0.149
0.206,0.206,0.206,0.1495
0.206,0.206,0.206,0.15
0.207,0.207,0.207,0.1505
0.208,0.208,0.208,0.151
0.21,0.21,0.21,0.1515
0.212,0.212,0.212,0.152
0.212,0.212,0.212,0.1525
0.215,0.215,0.215,0.153
0.216,0.216,0.216,0.1535
0.217,0.217,0.217,0.154
0.219,0.219,0.219,0.1545
0.219,0.219,0.219,0.155
0.219,0.219,0.219,0.1555
0.22,0.22,0.22,0.156
0.224,0.224,0.223,0.1565
0.224,0.224,0.224,0.157
0.224,0.224,0.224,0.1575
0.225,0.225,0.225,0.158
0.228,0.228,0.228,0.1585
0.229,0.229,0.229,0.159
0.229,0.229,0.229,0.1595
0.232,0.232,0.232,0.16
0.233,0.233,0.233,0.1605
0.235,0.235,0.235,0.161
0.235,0.235,0.235,0.1615
0.238,0.238,0.238,0.162
0.238,0.238,0.238,0.1625
0.239,0.239,0.239,0.163
0.24,0.24,0.24,0.1635
0.242,0.242,0.242,0.164
0.242,0.242,0.242,0.1645
0.245,0.245,0.245,0.165
0.246,0.246,0.246,0.1655
0.248,0.248,0.248,0.166
0.25,0.25,0.25,0.1665
0.257,0.257,0.257,0.167
0.258,0.258,0.258,0.1675
0.259,0.259,0.259,0.168
0.26,0.26,0.26,0.1685
0.261,0.261,0.261,0.169
0.262,0.262,0.262,0.1695
0.263,0.263,0.263,0.17
0.264,0.264,0.264,0.1705
0.265,0.265,0.265,0.171
0.265,0.265,0.265,0.1715
0.266,0.266,0.266,0.172
0.266,0.266,0.266,0.1725
0.266,0.266,0.266,0.173
0.266,0.266,0.266,0.1735
0.267,0.267,0.267,0.174
0.267,0.267,0.267,0.1745
0.269,0.269,0.269,0.175
0.271,0.271,0.271,0.1755
0.275,0.275,0.275,0.176
0.275,0.275,0.275,0.1765
0.276,0.276,0.276,0.177
0.277,0.276,0.277,0.1775
0.278,0.278,0.278,0.178
0.278,0.278,0.278,0.1785
0.281,0.281,0.281,0.179
0.284,0.284,0.284,0.1795
0.285,0.285,0.285,0.18
0.286,0.285,0.285,0.1805
0.286,0.286,0.286,0.181
0.286,0.286,0.286,0.1815
0.287,0.287,0.287,0.182
0.289,0.288,0.288,0.1825
0.289,0.289,0.289,0.183
0.29,0.29,0.29,0.1835
0.29,0.29,0.29,0.184
0.292,0.292,0.292,0.1845
0.292,0.292,0.292,0.185
0.292,0.292,0.292,0.1855
0.293,0.293,0.293,0.186
0.295,0.295,0.295,0.1865
0.301,0.301,0.301,0.187
0.303,0.303,0.303,0.1875
0.305,0.305,0.305,0.188
0.306,0.306,0.306,0.1885
0.307,0.309,0.31,0.189
0.312,0.312,0.312,0.1895
0.313,0.313,0.313,0.19
0.314,0.314,0.314,0.1905
0.317,0.317,0.317,0.191
0.318,0.318,0.318,0.1915
0.319,0.319,0.319,0.192
0.32,0.32,0.32,0.1925
0.324,0.324,0.324,0.193
0.324,0.324,0.324,0.1935
0.324,0.324,0.324,0.194
0.325,0.325,0.325,0.1945
0.325,0.325,0.325,0.195
0.326,0.326,0.326,0.1955
0.328,0.328,0.328,0.196
0.329,0.329,0.329,0.1965
0.329,0.329,0.329,0.197
0.329,0.329,0.329,0.1975
0.33,0.33,0.33,0.198
0.331,0.331,0.331,0.1985
0.332,0.332,0.332,0.199
0.333,0.333,0.333,0.1995
0.335,0.335,0.335,0.2
0.339,0.339,0.339,0.2005
0.341,0.341,0.342,0.201
0.344,0.344,0.344,0.2015
0.344,0.344,0.344,0.202
0.344,0.344,0.344,0.2025
0.345,0.345,0.345,0.203
0.348,0.348,0.348,0.2035
0.349,0.349,0.349,0.204
0.35,0.35,0.35,0.2045
0.35,0.35,0.35,0.205
0.35,0.35,0.35,0.2055
0.352,0.352,0.352,0.206
0.352,0.352,0.352,0.2065
0.353,0.353,0.353,0.207
0.353,0.353,0.353,0.2075
0.353,0.353,0.353,0.208
0.353,0.353,0.353,0.2085
0.356,0.356,0.356,0.209
0.358,0.358,0.358,0.2095
0.36,0.36,0.36,0.21
0.36,0.362,0.36,0.2105
0.362,0.362,0.362,0.211
0.365,0.365,0.365,0.2115
0.366,0.366,0.366,0.212
0.367,0.367,0.367,0.2125
0.374,0.374,0.374,0.213
0.376,0.376,0.376,0.2135
0.379,0.379,0.379,0.214
0.382,0.382,0.382,0.2145
0.387,0.387,0.387,0.215
0.387,0.387,0.387,0.2155
0.388,0.388,0.388,0.216
0.389,0.389,0.389,0.2165
0.389,0.389,0.389,0.217
0.391,0.391,0.391,0.2175
0.391,0.391,0.391,0.218
0.392,0.392,0.392,0.2185
0.399,0.399,0.399,0.219
0.4,0.4,0.4,0.2195
0.401,0.401,0.401,0.22
0.402,0.402,0.402,0.2205
0.404,0.404,0.404,0.221
0.404,0.404,0.404,0.2215
0.404,0.404,0.404,0.222
0.41,0.41,0.41,0.2225
0.415,0.415,0.415,0.223
0.415,0.415,0.415,0.2235
0.417,0.417,0.417,0.224
0.419,0.419,0.419,0.2245
0.421,0.421,0.421,0.225
0.422,0.422,0.422,0.2255
0.424,0.424,0.424,0.226
0.427,0.427,0.427,0.2265
0.428,0.428,0.428,0.227
0.431,0.431,0.431,0.2275
0.431,0.431,0.431,0.228
0.433,0.433,0.433,0.2285
0.435,0.435,0.435,0.229
0.438,0.438,0.438,0.2295
0.439,0.439,0.439,0.23
0.443,0.443,0.443,0.2305
0.443,0.443,0.443,0.231
0.444,0.444,0.444,0.2315
0.444,0.444,0.444,0.232
0.446,0.446,0.446,0.2325
0.447,0.447,0.447,0.233
0.45,0.45,0.45,0.2335
0.452,0.452,0.452,0.234
0.452,0.452,0.452,0.2345
0.453,0.453,0.453,0.235
0.456,0.456,0.456,0.2355
0.456,0.456,0.456,0.236
0.457,0.457,0.457,0.2365
0.458,0.458,0.458,0.237
0.46,0.46,0.46,0.2375
0.462,0.462,0.462,0.238
0.466,0.466,0.466,0.2385
0.466,0.466,0.466,0.239
0.467,0.467,0.467,0.2395
0.467,0.467,0.467,0.24
0.468,0.468,0.468,0.2405
0.469,0.469,0.469,0.241
0.47,0.47,0.47,0.2415
0.472,0.472,0.472,0.242
0.474,0.474,0.474,0.2425
0.474,0.474,0.474,0.243
0.475,0.475,0.475,0.2435
0.475,0.475,0.475,0.244
0.476,0.476,0.476,0.2445
0.477,0.477,0.477,0.245
0.477,0.477,0.477,0.2455
0.477,0.477,0.477,0.246
0.479,0.479,0.479,0.2465
0.484,0.484,0.484,0.247
0.487,0.487,0.487,0.2475
0.488,0.488,0.488,0.248
0.493,0.493,0.493,0.2485
0.495,0.495,0.495,0.249
0.495,0.495,0.495,0.2495
0.498,0.498,0.498,0.25
0.498,0.498,0.498,0.2505
0.499,0.499,0.499,0.251
0.502,0.502,0.502,0.2515
0.504,0.504,0.504,0.252
0.509,0.509,0.509,0.2525
0.509,0.509,0.509,0.253
0.512,0.512,0.512,0.2535
0.513,0.513,0.513,0.254
0.518,0.518,0.518,0.2545
0.518,0.518,0.518,0.255
0.518,0.518,0.518,0.2555
0.519,0.519,0.519,0.256
0.52,0.52,0.52,0.2565
0.52,0.52,0.52,0.257
0.521,0.521,0.521,0.2575
0.523,0.523,0.523,0.258
0.529,0.529,0.529,0.2585
0.53,0.53,0.53,0.259
0.531,0.531,0.531,0.2595
0.534,0.534,0.534,0.26
0.535,0.535,0.535,0.2605
0.54,0.54,0.54,0.261
0.544,0.544,0.544,0.2615
0.545,0.545,0.545,0.262
0.545,0.545,0.545,0.2625
0.555,0.556,0.556,0.263
0.557,0.557,0.557,0.2635
0.558,0.558,0.558,0.264
0.558,0.558,0.558,0.2645
0.559,0.559,0.559,0.265
0.561,0.561,0.561,0.2655
0.562,0.562,0.562,0.266
0.567,0.567,0.567,0.2665
0.567,0.567,0.567,0.267
0.57,0.57,0.57,0.2675
0.57,0.57,0.57,0.268
0.573,0.573,0.573,0.2685
0.575,0.575,0.575,0.269
0.575,0.575,0.575,0.2695
0.575,0.575,0.575,0.27
0.576,0.577,0.576,0.2705
0.584,0.584,0.584,0.271
0.585,0.585,0.585,0.2715
0.585,0.585,0.585,0.272
0.585,0.585,0.585,0.2725
0.587,0.587,0.587,0.273
0.59,0.587,0.59,0.2735
0.597,0.597,0.597,0.274
0.599,0.599,0.599,0.2745
0.6,0.6,0.6,0.275
0.6,0.6,0.6,0.2755
0.601,0.601,0.601,0.276
0.608,0.608,0.608,0.2765
0.61,0.61,0.61,0.277
0.612,0.612,0.612,0.2775
0.62,0.62,0.62,0.278
0.622,0.622,0.622,0.2785
0.624,0.624,0.624,0.279
0.625,0.625,0.625,0.2795
0.63,0.63,0.63,0.28
0.631,0.631,0.631,0.2805
0.641,0.641,0.641,0.281
0.641,0.641,0.641,0.2815
0.642,0.642,0.642,0.282
0.647,0.647,0.647,0.2825
0.649,0.649,0.649,0.283
0.657,0.657,0.657,0.2835
0.663,0.663,0.663,0.284
0.668,0.668,0.668,0.2845
0.671,0.671,0.671,0.285
0.675,0.675,0.675,0.2855
0.676,0.676,0.676,0.286
0.677,0.677,0.677,0.2865
0.681,0.681,0.68,0.287
0.689,0.689,0.689,0.2875
0.692,0.692,0.692,0.288
0.693,0.693,0.693,0.2885
0.694,0.694,0.694,0.289
0.704,0.704,0.704,0.2895
0.716,0.716,0.716,0.29
0.717,0.717,0.717,0.2905
0.718,0.718,0.718,0.291
0.718,0.718,0.718,0.2915
0.72,0.72,0.72,0.292
0.729,0.729,0.729,0.2925
0.732,0.732,0.732,0.293
0.732,0.732,0.732,0.2935
0.737,0.737,0.737,0.294
0.74,0.74,0.741,0.2945
0.741,0.741,0.741,0.295
0.741,0.741,0.741,0.2955
0.742,0.742,0.742,0.296
0.745,0.745,0.745,0.2965
0.748,0.748,0.748,0.297
0.748,0.748,0.748,0.2975
0.749,0.749,0.749,0.298
0.752,0.752,0.752,0.2985
0.752,0.752,0.752,0.299
0.763,0.763,0.763,0.2995
0.763,0.763,0.763,0.3
0.765,0.765,0.765,0.3005
0.769,0.768,0.768,0.301
0.773,0.773,0.773,0.3015
0.775,0.775,0.775,0.302
0.783,0.783,0.783,0.3025
0.786,0.786,0.786,0.303
0.793,0.793,0.793,0.3035
0.795,0.795,0.795,0.304
0.802,0.802,0.802,0.3045
0.803,0.803,0.803,0.305
0.803,0.803,0.803,0.3055
0.803,0.803,0.803,0.306
0.81,0.81,0.81,0.3065
0.811,0.811,0.811,0.307
0.812,0.812,0.812,0.3075
0.816,0.816,0.816,0.308
0.82,0.819,0.82,0.3085
0.821,0.821,0.821,0.309
0.821,0.822,0.822,0.3095
0.826,0.826,0.826,0.31
0.828,0.828,0.828,0.3105
0.847,0.847,0.847,0.311
0.854,0.854,0.854,0.3115
0.856,0.856,0.856,0.312
0.86,0.86,0.86,0.3125
0.861,0.861,0.861,0.313
0.865,0.865,0.865,0.3135
0.865,0.865,0.865,0.314
0.868,0.868,0.868,0.3145
0.873,0.873,0.873,0.315
0.877,0.877,0.877,0.3155
0.877,0.877,0.877,0.316
0.877,0.877,0.877,0.3165
0.88,0.88,0.88,0.317
0.883,0.883,0.883,0.3175
0.884,0.884,0.884,0.318
0.888,0.889,0.888,0.3185
0.889,0.889,0.889,0.319
0.889,0.899,0.889,0.3195
0.899,0.905,0.899,0.32
0.905,0.906,0.905,0.3205
0.906,0.922,0.906,0.321
0.922,0.924,0.922,0.3215
0.924,0.93,0.924,0.322
0.93,0.937,0.93,0.3225
0.937,0.941,0.937,0.323
0.941,0.943,0.941,0.3235
0.943,0.945,0.943,0.324
0.945,0.945,0.945,0.3245
0.945,0.949,0.945,0.325
0.949,0.95,0.949,0.3255
0.95,0.955,0.95,0.326
0.955,0.956,0.955,0.3265
0.956,0.957,0.956,0.327
0.957,0.958,0.957,0.3275
0.958,0.959,0.958,0.328
0.959,0.962,0.959,0.3285
0.961,0.972,0.962,0.329
0.972,0.978,0.972,0.3295
0.978,0.979,0.978,0.33
0.979,0.98,0.979,0.3305
0.98,0.981,0.98,0.331
0.981,0.981,0.981,0.3315
0.981,0.985,0.981,0.332
0.985,0.986,0.985,0.3325
0.986,1.007,0.986,0.333
1.007,1.01,1.007,0.3335
1.01,1.01,1.01,0.334
1.01,1.011,1.01,0.3345
1.011,1.013,1.011,0.335
1.013,1.016,1.013,0.3355
1.016,1.017,1.016,0.336
1.017,1.018,1.017,0.3365
1.018,1.018,1.018,0.337
1.018,1.021,1.018,0.3375
1.021,1.022,1.021,0.338
1.022,1.023,1.022,0.3385
1.023,1.023,1.022,0.339
1.023,1.024,1.023,0.3395
1.024,1.027,1.024,0.34
1.027,1.03,1.027,0.3405
1.03,1.03,1.03,0.341
1.03,1.031,1.03,0.3415
1.031,1.036,1.031,0.342
1.036,1.042,1.036,0.3425
1.042,1.043,1.042,0.343
1.043,1.045,1.043,0.3435
1.045,1.048,1.045,0.344
1.048,1.057,1.048,0.3445
1.057,1.059,1.056,0.345
1.059,1.06,1.059,0.3455
1.06,1.072,1.06,0.346
1.072,1.073,1.072,0.3465
1.073,1.074,1.073,0.347
1.074,1.078,1.074,0.3475
1.078,1.078,1.078,0.348
1.078,1.082,1.078,0.3485
1.082,1.082,1.082,0.349
1.082,1.083,1.082,0.3495
1.083,1.083,1.083,0.35
1.083,1.086,1.083,0.3505
1.086,1.087,1.086,0.351
1.087,1.104,1.087,0.3515
1.104,1.107,1.104,0.352
1.107,1.11,1.107,0.3525
1.11,1.112,1.11,0.353
1.112,1.118,1.112,0.3535
1.118,1.122,1.118,0.354
1.122,1.125,1.122,0.3545
1.125,1.126,1.125,0.355
1.126,1.127,1.126,0.3555
1.127,1.133,1.127,0.356
1.133,1.133,1.133,0.3565
1.133,1.133,1.133,0.357
1.133,1.137,1.133,0.3575
1.137,1.142,1.137,0.358
1.142,1.146,1.142,0.3585
1.146,1.152,1.146,0.359
1.152,1.153,1.152,0.3595
1.153,1.16,1.153,0.36
1.16,1.17,1.16,0.3605
1.17,1.172,1.17,0.361
1.172,1.173,1.172,0.3615
1.173,1.173,1.173,0.362
1.173,1.174,1.173,0.3625
1.174,1.184,1.174,0.363
1.184,1.186,1.184,0.3635
1.186,1.205,1.186,0.364
1.205,1.214,1.205,0.3645
1.214,1.224,1.214,0.365
1.224,1.225,1.224,0.3655
1.225,1.225,1.225,0.366
1.225,1.227,1.225,0.3665
1.227,1.234,1.227,0.367
1.234,1.238,1.233,0.3675
1.238,1.239,1.238,0.368
1.239,1.256,1.239,0.3685
1.256,1.257,1.256,0.369
1.257,1.258,1.257,0.3695
1.258,1.259,1.258,0.37
1.259,1.259,1.259,0.3705
1.259,1.263,1.259,0.371
1.263,1.27,1.263,0.3715
1.27,1.272,1.27,0.372
1.272,1.274,1.272,0.3725
1.274,1.276,1.274,0.373
1.276,1.28,1.276,0.3735
1.28,1.28,1.28,0.374
1.28,1.282,1.28,0.3745
1.282,1.285,1.282,0.375
1.285,1.3,1.285,0.3755
1.3,1.302,1.3,0.376
1.302,1.304,1.302,0.3765
1.304,1.306,1.304,0.377
1.306,1.307,1.306,0.3775
1.307,1.309,1.307,0.378
1.309,1.31,1.309,0.3785
1.31,1.315,1.31,0.379
1.315,1.315,1.315,0.3795
1.315,1.32,1.315,0.38
1.32,1.322,1.32,0.3805
1.322,1.33,1.322,0.381
1.33,1.332,1.33,0.3815
1.332,1.333,1.332,0.382
1.333,1.334,1.333,0.3825
1.334,1.354,1.334,0.383
1.354,1.354,1.354,0.3835
1.354,1.355,1.354,0.384
1.355,1.359,1.355,0.3845
1.359,1.36,1.359,0.385
1.36,1.369,1.36,0.3855
1.369,1.375,1.369,0.386
1.375,1.39,1.375,0.3865
1.39,1.394,1.39,0.387
1.394,1.4,1.394,0.3875
1.4,1.403,1.4,0.388
1.403,1.403,1.402,0.3885
1.403,1.417,1.403,0.389
1.417,1.421,1.417,0.3895
1.421,1.428,1.421,0.39
1.428,1.429,1.428,0.3905
1.429,1.432,1.429,0.391
1.432,1.441,1.432,0.3915
1.441,1.452,1.441,0.392
1.452,1.457,1.452,0.3925
1.457,1.46,1.457,0.393
1.46,1.46,1.46,0.3935
1.46,1.463,1.46,0.394
1.463,1.47,1.463,0.3945
1.47,1.472,1.47,0.395
1.472,1.476,1.473,0.3955
1.476,1.483,1.476,0.396
1.483,1.485,1.483,0.3965
1.485,1.488,1.485,0.397
1.488,1.493,1.488,0.3975
1.493,1.504,1.493,0.398
1.504,1.512,1.504,0.3985
1.512,1.52,1.512,0.399
1.52,1.52,1.52,0.3995
1.52,1.521,1.52,0.4
1.521,1.521,1.521,0.4005
1.521,1.523,1.521,0.401
1.523,1.534,1.523,0.4015
1.534,1.534,1.534,0.402
1.534,1.534,1.534,0.4025
1.534,1.538,1.534,0.403
1.538,1.54,1.538,0.4035
1.54,1.565,1.54,0.404
1.563,1.572,1.563,0.4045
1.565,1.574,1.565,0.405
1.572,1.581,1.572,0.4055
1.574,1.595,1.574,0.406
1.581,1.599,1.581,0.4065
1.595,1.601,1.595,0.407
1.599,1.612,1.599,0.4075
1.601,1.615,1.601,0.408
1.612,1.618,1.612,0.4085
1.615,1.624,1.615,0.409
1.618,1.625,1.618,0.4095
1.624,1.628,1.624,0.41
1.625,1.632,1.625,0.4105
1.628,1.632,1.628,0.411
1.632,1.64,1.632,0.4115
1.632,1.641,1.632,0.412
1.64,1.641,1.64,0.4125
1.641,1.643,1.641,0.413
1.641,1.647,1.641,0.4135
1.643,1.647,1.643,0.414
1.647,1.649,1.647,0.4145
1.648,1.659,1.647,0.415
1.649,1.66,1.649,0.4155
1.659,1.663,1.659,0.416
1.66,1.667,1.66,0.4165
1.663,1.681,1.663,0.417
1.667,1.688,1.667,0.4175
1.681,1.696,1.681,0.418
1.688,1.696,1.688,0.4185
1.696,1.699,1.696,0.419
1.696,1.7,1.696,0.4195
1.699,1.703,1.699,0.42
1.7,1.704,1.7,0.4205
1.703,1.705,1.703,0.421
1.704,1.712,1.704,0.4215
1.705,1.712,1.705,0.422
1.712,1.715,1.712,0.4225
