Rank1,Rank2,Rank3,Percentage
5.772,6.522,5.671,0.42
5.854,6.681,5.802,0.424
6.1,6.816,5.811,0.428
6.201,7.286,5.895,0.432
6.501,7.701,6.419,0.436
6.747,7.829,6.503,0.44
7.213,8.176,6.651,0.444
7.286,8.531,7.213,0.448
7.438,8.739,7.286,0.452
7.456,8.981,7.458,0.456
7.767,8.998,7.52,0.46
7.829,9.249,7.767,0.464
8.112,9.299,7.829,0.468
8.258,9.63,8.133,0.472
8.523,9.712,8.358,0.476
8.95,9.789,8.505,0.48
8.981,9.862,8.547,0.484
9.099,9.916,8.981,0.488
9.107,10.012,9.107,0.492
9.14,10.026,9.122,0.496
9.146,10.121,9.193,0.5
9.566,10.398,9.223,0.504
9.63,10.494,9.522,0.508
9.79,10.7,9.63,0.512
9.877,11.03,9.789,0.516
10.037,11.401,9.886,0.52
10.309,11.462,10.005,0.524
10.568,12.854,10.328,0.528
10.614,13.588,10.568,0.532
10.795,14.247,10.618,0.536
11.4,15.147,10.795,0.54
11.441,16.675,11.4,0.544
11.651,16.824,11.533,0.548
11.743,17.017,11.708,0.552
11.899,17.907,11.732,0.556
12.07,18.499,11.984,0.56
12.088,19.058,12.07,0.564
12.205,19.527,12.088,0.568
12.391,19.881,12.311,0.572
12.412,21.093,12.316,0.576
12.854,21.23,12.517,0.58
13.666,21.904,12.854,0.584
14.247,22.522,13.666,0.588
14.821,23.059,14.247,0.592
14.987,23.079,14.877,0.596
15.404,24.319,14.986,0.6
15.734,25.071,15.053,0.604
16.301,25.785,15.734,0.608
16.711,26.123,16.475,0.612
16.937,26.356,17.053,0.616
17.779,30.421,17.724,0.62
18.444,31.346,18.025,0.624
18.605,33.514,18.429,0.628
19.292,35.269,18.471,0.632
19.601,35.653,18.58,0.636
19.644,36.001,19.043,0.64
20.067,36.597,19.263,0.644
20.105,38.574,19.315,0.648
20.814,39.384,19.366,0.652
21.402,42.201,20.072,0.656
21.638,42.246,20.56,0.66
21.904,47.261,21.506,0.664
23.994,49.972,21.58,0.668
24.484,53.205,21.904,0.672
24.967,54.671,23.308,0.676
25.419,56.498,24.274,0.68
25.501,56.754,25.501,0.684
25.558,59.527,25.647,0.688
25.785,59.727,25.785,0.692
26.237,62.017,25.891,0.696
26.354,70.865,25.935,0.7
28.261,72.005,26.272,0.704
28.349,73.329,26.444,0.708
28.486,74.866,28.245,0.712
29.595,80.622,28.349,0.716
31.59,80.783,28.688,0.72
31.713,82.997,29.595,0.724
32.01,110.222,30.709,0.728
32.545,130.018,31.488,0.732
33.355,130.961,31.827,0.736
36.322,335.944,32.147,0.74
36.375,335.944,32.967,0.744
38.526,335.944,33.327,0.748
39.321,335.944,34.257,0.752
39.852,335.944,35.203,0.756
39.856,335.944,36.033,0.76
40.631,335.944,38.589,0.764
41.415,335.944,39.114,0.768
41.472,335.944,39.321,0.772
42.5,335.944,39.852,0.776
42.528,335.944,40.266,0.78
43.409,335.944,41.335,0.784
44.64,335.944,41.472,0.788
45.223,335.944,41.977,0.792
47.727,335.944,43.042,0.796
47.763,335.944,43.35,0.8
47.767,335.944,43.453,0.804
48.746,335.944,43.676,0.808
49.664,335.944,46.11,0.812
50.205,335.944,46.461,0.816
51.451,335.944,46.56,0.82
51.501,335.944,46.774,0.824
53.606,335.944,47.159,0.828
54.671,335.944,48.942,0.832
56.808,335.944,50.096,0.836
56.862,335.944,51.765,0.84
57.2,335.944,52.131,0.844
62.978,335.944,52.89,0.848
67.962,335.944,54.671,0.852
69.761,335.944,54.68,0.856
71.886,335.944,56.199,0.86
73.341,335.944,56.442,0.864
73.443,335.944,56.46,0.868
74.613,335.944,56.582,0.872
74.838,335.944,57.457,0.876
74.866,335.944,57.614,0.88
79.009,335.944,62.721,0.884
80.018,335.944,66.275,0.888
80.117,335.944,67.352,0.892
93.094,335.944,67.683,0.896
106.302,335.944,69.052,0.9
107.803,335.944,69.25,0.904
114.373,335.944,71.498,0.908
117.492,335.944,73.529,0.912
122.723,335.944,73.931,0.916
129.97,335.944,74.866,0.92
335.944,335.944,77.618,0.924
335.944,335.944,80.032,0.928
335.944,335.944,80.236,0.932
335.944,335.944,81.269,0.936
335.944,335.944,81.285,0.94
335.944,335.944,89.495,0.944
335.944,335.944,95.085,0.948
335.944,335.944,103.658,0.952
335.944,335.944,109.571,0.956
335.944,335.944,115.494,0.96
335.944,335.944,123.202,0.964
335.944,335.944,123.72,0.968
335.944,335.944,129.024,0.972
335.944,335.944,146.826,0.976
335.944,335.944,149.631,0.98
335.944,335.944,193.413,0.984
335.944,335.944,218.843,0.988
335.944,335.944,221.755,0.992
335.944,335.944,225.461,0.996
335.944,335.944,265.01,1.0
