Rank1,Rank2,Rank3,Percentage
0.135,0.123,0.146,0.0605
0.136,0.123,0.147,0.06075
0.137,0.124,0.148,0.061
0.137,0.125,0.15,0.06125
0.139,0.125,0.153,0.0615
0.139,0.126,0.153,0.06175
0.139,0.128,0.153,0.062
0.139,0.129,0.154,0.06225
0.14,0.131,0.154,0.0625
0.142,0.132,0.156,0.06275
0.143,0.133,0.156,0.063
0.145,0.134,0.156,0.06325
0.145,0.135,0.157,0.0635
0.145,0.135,0.158,0.06375
0.147,0.136,0.158,0.064
0.147,0.137,0.159,0.06425
0.148,0.137,0.16,0.0645
0.149,0.137,0.16,0.06475
0.15,0.137,0.161,0.065
0.15,0.139,0.162,0.06525
0.151,0.139,0.164,0.0655
0.151,0.139,0.165,0.06575
0.152,0.141,0.166,0.066
0.152,0.141,0.166,0.06625
0.152,0.142,0.168,0.0665
0.154,0.145,0.168,0.06675
0.155,0.145,0.169,0.067
0.156,0.146,0.169,0.06725
0.156,0.149,0.169,0.0675
0.156,0.152,0.17,0.06775
0.156,0.152,0.17,0.068
0.157,0.152,0.17,0.06825
0.158,0.153,0.171,0.0685
0.159,0.153,0.171,0.06875
0.159,0.154,0.172,0.069
0.159,0.156,0.173,0.06925
0.159,0.157,0.173,0.0695
0.16,0.157,0.175,0.06975
0.16,0.157,0.175,0.07
0.16,0.158,0.178,0.07025
0.162,0.158,0.178,0.0705
0.162,0.158,0.178,0.07075
0.162,0.159,0.182,0.071
0.163,0.16,0.183,0.07125
0.163,0.16,0.185,0.0715
0.163,0.161,0.185,0.07175
0.164,0.163,0.186,0.072
0.165,0.166,0.187,0.07225
0.167,0.166,0.187,0.0725
0.168,0.166,0.188,0.07275
0.169,0.167,0.188,0.073
0.17,0.168,0.189,0.07325
0.171,0.168,0.189,0.0735
0.171,0.168,0.191,0.07375
0.171,0.17,0.193,0.074
0.173,0.17,0.194,0.07425
0.173,0.17,0.194,0.0745
0.174,0.171,0.197,0.07475
0.174,0.173,0.198,0.075
0.175,0.174,0.198,0.07525
0.176,0.175,0.198,0.0755
0.176,0.176,0.199,0.07575
0.176,0.176,0.2,0.076
0.177,0.177,0.2,0.07625
0.178,0.178,0.2,0.0765
0.178,0.178,0.201,0.07675
0.179,0.18,0.203,0.077
0.182,0.182,0.206,0.07725
0.182,0.182,0.206,0.0775
0.183,0.183,0.206,0.07775
0.185,0.183,0.207,0.078
0.186,0.185,0.208,0.07825
0.189,0.185,0.209,0.0785
0.191,0.186,0.209,0.07875
0.191,0.187,0.212,0.079
0.192,0.188,0.212,0.07925
0.192,0.188,0.213,0.0795
0.193,0.189,0.213,0.07975
0.193,0.189,0.213,0.08
0.193,0.19,0.213,0.08025
0.194,0.191,0.214,0.0805
0.195,0.191,0.214,0.08075
0.196,0.193,0.216,0.081
0.196,0.195,0.217,0.08125
0.197,0.196,0.217,0.0815
0.197,0.197,0.22,0.08175
0.198,0.198,0.221,0.082
0.199,0.201,0.222,0.08225
0.199,0.201,0.225,0.0825
0.201,0.201,0.225,0.08275
0.202,0.204,0.225,0.083
0.204,0.204,0.225,0.08325
0.205,0.205,0.226,0.0835
0.205,0.207,0.227,0.08375
0.206,0.208,0.227,0.084
0.21,0.209,0.229,0.08425
0.21,0.209,0.229,0.0845
0.21,0.209,0.233,0.08475
0.21,0.21,0.233,0.085
0.212,0.21,0.235,0.08525
0.213,0.213,0.235,0.0855
0.213,0.214,0.236,0.08575
0.213,0.215,0.236,0.086
0.217,0.217,0.238,0.08625
0.223,0.217,0.24,0.0865
0.224,0.22,0.24,0.08675
0.224,0.22,0.24,0.087
0.224,0.221,0.245,0.08725
0.225,0.222,0.247,0.0875
0.226,0.223,0.247,0.08775
0.227,0.223,0.248,0.088
0.227,0.224,0.249,0.08825
0.234,0.225,0.253,0.0885
0.235,0.225,0.258,0.08875
0.236,0.227,0.258,0.089
0.236,0.229,0.259,0.08925
0.237,0.229,0.261,0.0895
0.237,0.231,0.261,0.08975
0.24,0.231,0.262,0.09
0.242,0.232,0.264,0.09025
0.244,0.232,0.265,0.0905
0.245,0.234,0.265,0.09075
0.246,0.237,0.266,0.091
0.246,0.243,0.266,0.09125
0.247,0.244,0.266,0.0915
0.248,0.244,0.27,0.09175
0.251,0.244,0.27,0.092
0.252,0.244,0.27,0.09225
0.254,0.245,0.271,0.0925
0.255,0.247,0.272,0.09275
0.257,0.248,0.273,0.093
0.259,0.248,0.275,0.09325
0.259,0.249,0.275,0.0935
0.26,0.249,0.276,0.09375
0.26,0.25,0.277,0.094
0.26,0.25,0.282,0.09425
0.26,0.251,0.282,0.0945
0.261,0.254,0.287,0.09475
0.262,0.254,0.288,0.095
0.263,0.255,0.288,0.09525
0.263,0.257,0.288,0.0955
0.264,0.257,0.288,0.09575
0.267,0.259,0.289,0.096
0.267,0.26,0.289,0.09625
0.269,0.262,0.289,0.0965
0.27,0.262,0.292,0.09675
0.271,0.262,0.294,0.097
0.273,0.266,0.294,0.09725
0.273,0.266,0.294,0.0975
0.274,0.268,0.294,0.09775
0.277,0.269,0.295,0.098
0.277,0.27,0.298,0.09825
0.278,0.272,0.299,0.0985
0.28,0.273,0.3,0.09875
0.282,0.273,0.304,0.099
0.283,0.278,0.304,0.09925
0.284,0.28,0.305,0.0995
0.285,0.281,0.308,0.09975
0.286,0.282,0.309,0.1
0.289,0.284,0.31,0.10025
0.292,0.284,0.31,0.1005
0.293,0.284,0.311,0.10075
0.294,0.285,0.314,0.101
0.296,0.286,0.315,0.10125
0.297,0.286,0.316,0.1015
0.297,0.286,0.316,0.10175
0.298,0.288,0.318,0.102
0.298,0.289,0.321,0.10225
0.298,0.289,0.322,0.1025
0.299,0.289,0.323,0.10275
0.3,0.289,0.324,0.103
0.3,0.289,0.325,0.10325
0.302,0.29,0.325,0.1035
0.303,0.291,0.327,0.10375
0.304,0.293,0.327,0.104
0.305,0.294,0.327,0.10425
0.306,0.294,0.328,0.1045
0.307,0.295,0.328,0.10475
0.307,0.296,0.331,0.105
0.308,0.296,0.333,0.10525
0.308,0.298,0.336,0.1055
0.309,0.298,0.338,0.10575
0.317,0.3,0.341,0.106
0.317,0.301,0.342,0.10625
0.317,0.302,0.343,0.1065
0.318,0.302,0.343,0.10675
0.318,0.302,0.344,0.107
0.318,0.303,0.345,0.10725
0.319,0.304,0.346,0.1075
0.321,0.304,0.347,0.10775
0.322,0.306,0.348,0.108
0.323,0.306,0.35,0.10825
0.324,0.307,0.35,0.1085
0.326,0.308,0.35,0.10875
0.327,0.309,0.353,0.109
0.328,0.31,0.353,0.10925
0.329,0.311,0.355,0.1095
0.33,0.311,0.358,0.10975
0.333,0.312,0.359,0.11
0.334,0.313,0.359,0.11025
0.335,0.313,0.36,0.1105
0.336,0.315,0.36,0.11075
0.336,0.315,0.363,0.111
0.337,0.317,0.363,0.11125
0.338,0.317,0.364,0.1115
0.341,0.318,0.366,0.11175
0.341,0.318,0.366,0.112
0.342,0.319,0.366,0.11225
0.342,0.32,0.366,0.1125
0.343,0.32,0.367,0.11275
0.343,0.324,0.367,0.113
0.344,0.324,0.368,0.11325
0.344,0.325,0.37,0.1135
0.345,0.325,0.372,0.11375
0.346,0.325,0.373,0.114
0.347,0.325,0.373,0.11425
0.348,0.325,0.374,0.1145
0.352,0.325,0.374,0.11475
0.353,0.326,0.376,0.115
0.355,0.327,0.377,0.11525
0.355,0.329,0.377,0.1155
0.357,0.33,0.378,0.11575
0.357,0.33,0.378,0.116
0.358,0.332,0.38,0.11625
0.359,0.335,0.38,0.1165
0.363,0.336,0.38,0.11675
0.366,0.336,0.382,0.117
0.366,0.336,0.383,0.11725
0.366,0.338,0.384,0.1175
0.367,0.34,0.384,0.11775
0.369,0.341,0.385,0.118
0.369,0.345,0.385,0.11825
0.376,0.346,0.385,0.1185
0.376,0.346,0.388,0.11875
0.376,0.351,0.389,0.119
0.377,0.354,0.39,0.11925
0.377,0.355,0.393,0.1195
0.377,0.356,0.395,0.11975
0.385,0.356,0.398,0.12
0.386,0.357,0.398,0.12025
0.387,0.357,0.4,0.1205
0.387,0.358,0.4,0.12075
0.388,0.359,0.403,0.121
0.39,0.359,0.403,0.12125
0.391,0.359,0.404,0.1215
0.392,0.361,0.405,0.12175
0.392,0.365,0.406,0.122
0.393,0.368,0.407,0.12225
0.395,0.369,0.409,0.1225
0.395,0.37,0.409,0.12275
0.395,0.371,0.41,0.123
0.396,0.371,0.413,0.12325
0.397,0.372,0.414,0.1235
0.399,0.372,0.414,0.12375
0.4,0.375,0.416,0.124
0.4,0.377,0.422,0.12425
0.401,0.384,0.422,0.1245
0.402,0.386,0.423,0.12475
0.402,0.387,0.424,0.125
0.402,0.387,0.425,0.12525
0.404,0.388,0.426,0.1255
0.406,0.388,0.429,0.12575
0.407,0.39,0.429,0.126
0.408,0.39,0.432,0.12625
0.408,0.39,0.435,0.1265
0.409,0.391,0.436,0.12675
0.412,0.392,0.438,0.127
0.413,0.392,0.438,0.12725
0.415,0.392,0.441,0.1275
0.416,0.393,0.442,0.12775
0.417,0.395,0.442,0.128
0.423,0.4,0.442,0.12825
0.425,0.402,0.442,0.1285
0.426,0.404,0.443,0.12875
0.427,0.406,0.443,0.129
0.429,0.406,0.444,0.12925
0.429,0.408,0.446,0.1295
0.429,0.411,0.446,0.12975
0.431,0.413,0.446,0.13
0.431,0.415,0.447,0.13025
0.433,0.418,0.447,0.1305
0.433,0.422,0.448,0.13075
0.434,0.422,0.448,0.131
0.435,0.422,0.449,0.13125
0.435,0.425,0.456,0.1315
0.437,0.426,0.456,0.13175
0.437,0.427,0.459,0.132
0.44,0.429,0.46,0.13225
0.441,0.429,0.461,0.1325
0.442,0.432,0.467,0.13275
0.444,0.432,0.468,0.133
0.447,0.434,0.471,0.13325
0.448,0.438,0.471,0.1335
0.451,0.439,0.472,0.13375
0.452,0.439,0.476,0.134
0.453,0.44,0.477,0.13425
0.454,0.441,0.478,0.1345
0.458,0.444,0.479,0.13475
0.459,0.444,0.481,0.135
0.461,0.445,0.483,0.13525
0.463,0.447,0.483,0.1355
0.464,0.451,0.485,0.13575
0.464,0.451,0.486,0.136
0.465,0.454,0.487,0.13625
0.466,0.458,0.488,0.1365
0.468,0.459,0.488,0.13675
0.469,0.461,0.489,0.137
0.469,0.463,0.491,0.13725
0.469,0.463,0.493,0.1375
0.476,0.463,0.495,0.13775
0.476,0.464,0.497,0.138
0.478,0.464,0.498,0.13825
0.48,0.466,0.5,0.1385
0.482,0.467,0.501,0.13875
0.483,0.469,0.502,0.139
0.484,0.471,0.504,0.13925
0.484,0.472,0.507,0.1395
0.486,0.474,0.507,0.13975
0.488,0.474,0.511,0.14
0.488,0.475,0.511,0.14025
0.489,0.476,0.515,0.1405
0.493,0.479,0.515,0.14075
0.493,0.48,0.516,0.141
0.497,0.48,0.516,0.14125
0.497,0.481,0.519,0.1415
0.501,0.481,0.519,0.14175
0.502,0.481,0.52,0.142
0.502,0.481,0.522,0.14225
0.503,0.485,0.523,0.1425
0.503,0.485,0.524,0.14275
0.504,0.485,0.525,0.143
0.505,0.486,0.526,0.14325
0.509,0.486,0.526,0.1435
0.513,0.489,0.527,0.14375
0.515,0.49,0.53,0.144
0.516,0.49,0.532,0.14425
0.516,0.492,0.533,0.1445
0.519,0.494,0.533,0.14475
0.52,0.497,0.534,0.145
0.521,0.497,0.537,0.14525
0.521,0.498,0.54,0.1455
0.522,0.499,0.541,0.14575
0.523,0.499,0.541,0.146
0.526,0.506,0.541,0.14625
0.528,0.507,0.541,0.1465
0.529,0.508,0.542,0.14675
0.529,0.509,0.545,0.147
0.529,0.509,0.549,0.14725
0.53,0.513,0.551,0.1475
0.532,0.513,0.553,0.14775
0.533,0.513,0.554,0.148
0.534,0.513,0.557,0.14825
0.534,0.514,0.557,0.1485
0.536,0.514,0.557,0.14875
0.538,0.516,0.557,0.149
0.541,0.517,0.565,0.14925
0.541,0.518,0.567,0.1495
0.543,0.519,0.569,0.14975
0.546,0.52,0.569,0.15
0.547,0.52,0.572,0.15025
0.548,0.52,0.573,0.1505
0.551,0.52,0.574,0.15075
0.553,0.52,0.574,0.151
0.554,0.522,0.575,0.15125
0.554,0.523,0.576,0.1515
0.556,0.523,0.577,0.15175
0.557,0.525,0.578,0.152
0.56,0.526,0.578,0.15225
0.561,0.526,0.58,0.1525
0.561,0.531,0.581,0.15275
0.562,0.531,0.582,0.153
0.562,0.533,0.583,0.15325
0.566,0.533,0.584,0.1535
0.567,0.533,0.584,0.15375
0.569,0.541,0.585,0.154
0.569,0.55,0.586,0.15425
0.57,0.55,0.586,0.1545
0.57,0.554,0.588,0.15475
0.572,0.556,0.589,0.155
0.579,0.558,0.59,0.15525
0.579,0.559,0.591,0.1555
0.58,0.56,0.591,0.15575
0.585,0.563,0.591,0.156
0.586,0.564,0.597,0.15625
0.587,0.564,0.598,0.1565
0.591,0.564,0.601,0.15675
0.591,0.565,0.602,0.157
0.596,0.566,0.604,0.15725
0.596,0.566,0.606,0.1575
0.596,0.566,0.606,0.15775
0.596,0.57,0.608,0.158
0.596,0.57,0.612,0.15825
0.597,0.571,0.613,0.1585
0.597,0.573,0.614,0.15875
0.598,0.573,0.615,0.159
0.6,0.574,0.618,0.15925
0.6,0.578,0.62,0.1595
0.605,0.578,0.621,0.15975
0.606,0.579,0.623,0.16
0.606,0.579,0.623,0.16025
0.606,0.581,0.624,0.1605
0.608,0.582,0.625,0.16075
0.61,0.586,0.626,0.161
0.61,0.586,0.628,0.16125
0.613,0.588,0.628,0.1615
0.617,0.59,0.628,0.16175
0.619,0.592,0.63,0.162
0.619,0.593,0.635,0.16225
0.626,0.593,0.635,0.1625
0.629,0.596,0.637,0.16275
0.631,0.597,0.637,0.163
0.632,0.597,0.64,0.16325
0.633,0.597,0.64,0.1635
0.646,0.598,0.64,0.16375
0.647,0.601,0.641,0.164
0.647,0.603,0.641,0.16425
0.653,0.606,0.643,0.1645
0.657,0.607,0.644,0.16475
0.659,0.608,0.646,0.165
0.66,0.608,0.648,0.16525
0.662,0.608,0.649,0.1655
0.662,0.609,0.65,0.16575
0.665,0.61,0.651,0.166
0.665,0.611,0.651,0.16625
0.666,0.613,0.651,0.1665
0.668,0.62,0.652,0.16675
0.669,0.621,0.654,0.167
0.675,0.622,0.655,0.16725
0.68,0.622,0.656,0.1675
0.68,0.623,0.657,0.16775
0.681,0.625,0.657,0.168
0.683,0.625,0.658,0.16825
0.684,0.628,0.659,0.1685
0.684,0.632,0.664,0.16875
0.688,0.633,0.667,0.169
0.688,0.634,0.667,0.16925
0.689,0.635,0.668,0.1695
0.691,0.639,0.669,0.16975
0.691,0.639,0.67,0.17
0.692,0.64,0.671,0.17025
0.694,0.642,0.674,0.1705
0.694,0.644,0.674,0.17075
0.701,0.647,0.675,0.171
0.706,0.648,0.677,0.17125
0.709,0.649,0.677,0.1715
0.709,0.651,0.679,0.17175
0.71,0.652,0.68,0.172
0.714,0.655,0.688,0.17225
0.714,0.656,0.691,0.1725
0.719,0.657,0.692,0.17275
0.72,0.657,0.693,0.173
0.722,0.658,0.694,0.17325
0.722,0.661,0.695,0.1735
0.723,0.663,0.7,0.17375
0.724,0.666,0.703,0.174
0.725,0.666,0.704,0.17425
0.726,0.672,0.704,0.1745
0.728,0.673,0.705,0.17475
0.736,0.68,0.707,0.175
0.74,0.68,0.71,0.17525
0.741,0.682,0.71,0.1755
0.743,0.685,0.71,0.17575
0.748,0.687,0.713,0.176
0.753,0.689,0.715,0.17625
0.753,0.689,0.717,0.1765
0.754,0.69,0.718,0.17675
0.755,0.692,0.718,0.177
0.762,0.692,0.723,0.17725
0.762,0.693,0.724,0.1775
0.763,0.695,0.725,0.17775
0.767,0.696,0.725,0.178
0.77,0.697,0.726,0.17825
0.77,0.697,0.726,0.1785
0.771,0.698,0.727,0.17875
0.773,0.699,0.728,0.179
0.774,0.701,0.728,0.17925
0.777,0.703,0.728,0.1795
0.778,0.704,0.729,0.17975
0.782,0.705,0.73,0.18
0.782,0.707,0.733,0.18025
0.783,0.713,0.736,0.1805
0.783,0.713,0.742,0.18075
0.783,0.713,0.744,0.181
0.784,0.717,0.745,0.18125
0.785,0.718,0.746,0.1815
0.786,0.721,0.749,0.18175
0.789,0.725,0.749,0.182
0.789,0.728,0.75,0.18225
0.794,0.729,0.752,0.1825
0.799,0.732,0.752,0.18275
0.801,0.732,0.753,0.183
0.802,0.734,0.755,0.18325
0.805,0.737,0.756,0.1835
0.806,0.737,0.756,0.18375
0.806,0.74,0.757,0.184
0.807,0.742,0.758,0.18425
0.808,0.743,0.759,0.1845
0.816,0.745,0.759,0.18475
0.818,0.748,0.76,0.185
0.82,0.751,0.761,0.18525
0.822,0.751,0.764,0.1855
0.824,0.754,0.765,0.18575
0.828,0.754,0.767,0.186
0.829,0.756,0.769,0.18625
0.829,0.757,0.769,0.1865
0.829,0.758,0.772,0.18675
0.832,0.761,0.772,0.187
0.837,0.762,0.772,0.18725
0.838,0.763,0.773,0.1875
0.839,0.763,0.775,0.18775
0.843,0.763,0.776,0.188
0.849,0.763,0.776,0.18825
0.849,0.766,0.779,0.1885
0.851,0.769,0.779,0.18875
0.852,0.772,0.781,0.189
0.853,0.775,0.781,0.18925
0.857,0.775,0.783,0.1895
0.858,0.775,0.786,0.18975
0.859,0.777,0.786,0.19
0.86,0.779,0.79,0.19025
0.863,0.78,0.792,0.1905
0.871,0.781,0.794,0.19075
0.876,0.781,0.801,0.191
0.881,0.781,0.809,0.19125
0.882,0.783,0.809,0.1915
0.883,0.785,0.811,0.19175
0.89,0.785,0.812,0.192
0.891,0.785,0.815,0.19225
0.892,0.786,0.818,0.1925
0.894,0.787,0.819,0.19275
0.898,0.789,0.825,0.193
0.91,0.791,0.825,0.19325
0.91,0.791,0.825,0.1935
0.911,0.792,0.826,0.19375
0.916,0.793,0.828,0.194
0.917,0.793,0.828,0.19425
0.918,0.793,0.829,0.1945
0.923,0.795,0.829,0.19475
0.928,0.8,0.833,0.195
0.931,0.8,0.834,0.19525
0.935,0.802,0.839,0.1955
0.939,0.804,0.839,0.19575
0.94,0.806,0.839,0.196
0.943,0.808,0.839,0.19625
0.944,0.811,0.842,0.1965
0.944,0.814,0.843,0.19675
0.945,0.814,0.848,0.197
0.945,0.817,0.855,0.19725
0.946,0.818,0.856,0.1975
0.946,0.82,0.857,0.19775
0.947,0.825,0.857,0.198
0.951,0.826,0.862,0.19825
0.954,0.828,0.863,0.1985
0.959,0.83,0.864,0.19875
0.963,0.831,0.87,0.199
0.966,0.833,0.871,0.19925
0.968,0.834,0.871,0.1995
0.971,0.837,0.872,0.19975
0.971,0.842,0.873,0.2
0.971,0.844,0.875,0.20025
0.971,0.848,0.876,0.2005
0.975,0.849,0.877,0.20075
0.976,0.856,0.877,0.201
0.979,0.858,0.881,0.20125
0.979,0.86,0.882,0.2015
0.979,0.866,0.882,0.20175
0.986,0.868,0.883,0.202
0.994,0.872,0.884,0.20225
1.005,0.873,0.884,0.2025
1.007,0.876,0.886,0.20275
1.009,0.877,0.89,0.203
1.011,0.879,0.891,0.20325
1.012,0.879,0.893,0.2035
1.016,0.881,0.894,0.20375
1.018,0.881,0.894,0.204
1.023,0.886,0.896,0.20425
1.026,0.888,0.897,0.2045
1.031,0.89,0.898,0.20475
1.032,0.89,0.901,0.205
1.04,0.891,0.901,0.20525
1.04,0.895,0.905,0.2055
1.04,0.896,0.905,0.20575
1.045,0.897,0.906,0.206
1.046,0.904,0.908,0.20625
1.047,0.906,0.909,0.2065
1.047,0.908,0.91,0.20675
1.047,0.911,0.914,0.207
1.051,0.914,0.914,0.20725
1.053,0.914,0.916,0.2075
1.058,0.916,0.917,0.20775
1.06,0.918,0.919,0.208
