Rank1,Rank2,Rank3,Rank4,Percentage
77.95,2.012,0.358,0.073,0.222
78.015,2.031,0.363,0.075,0.223
78.15,2.036,0.364,0.078,0.224
78.618,2.038,0.366,0.078,0.225
78.645,2.058,0.377,0.079,0.226
78.877,2.094,0.378,0.081,0.227
79.17,2.104,0.38,0.082,0.228
79.58,2.122,0.381,0.086,0.229
80.166,2.147,0.385,0.086,0.23
80.679,2.153,0.386,0.087,0.231
80.765,2.155,0.388,0.088,0.232
80.907,2.171,0.391,0.089,0.233
81.418,2.176,0.391,0.089,0.234
81.898,2.189,0.401,0.091,0.235
82.026,2.201,0.404,0.092,0.236
82.388,2.221,0.406,0.094,0.237
82.557,2.235,0.407,0.096,0.238
82.682,2.243,0.408,0.098,0.239
82.904,2.245,0.41,0.099,0.24
83.46,2.268,0.412,0.099,0.241
83.925,2.323,0.412,0.104,0.242
84.483,2.327,0.42,0.107,0.243
84.604,2.36,0.421,0.108,0.244
85.076,2.368,0.423,0.108,0.245
86.021,2.369,0.428,0.108,0.246
86.08,2.369,0.431,0.109,0.247
86.113,2.394,0.442,0.109,0.248
88.43,2.413,0.445,0.11,0.249
88.481,2.436,0.446,0.112,0.25
88.55,2.455,0.456,0.113,0.251
89.006,2.461,0.457,0.118,0.252
89.507,2.468,0.46,0.119,0.253
89.855,2.478,0.462,0.119,0.254
90.362,2.48,0.466,0.12,0.255
90.609,2.483,0.475,0.12,0.256
91.493,2.491,0.475,0.122,0.257
91.662,2.492,0.489,0.124,0.258
91.697,2.492,0.49,0.124,0.259
92.497,2.494,0.492,0.125,0.26
92.591,2.51,0.492,0.127,0.261
92.779,2.533,0.502,0.128,0.262
92.825,2.538,0.505,0.128,0.263
93.239,2.546,0.506,0.128,0.264
94.299,2.559,0.508,0.129,0.265
94.827,2.597,0.517,0.129,0.266
94.914,2.604,0.523,0.13,0.267
94.985,2.607,0.524,0.131,0.268
95.19,2.611,0.525,0.133,0.269
95.361,2.624,0.526,0.135,0.27
95.458,2.677,0.526,0.135,0.271
95.671,2.688,0.527,0.137,0.272
96.06,2.716,0.529,0.138,0.273
96.145,2.718,0.53,0.138,0.274
96.39,2.748,0.532,0.139,0.275
96.495,2.752,0.534,0.14,0.276
96.707,2.755,0.535,0.14,0.277
96.932,2.799,0.535,0.145,0.278
96.981,2.803,0.537,0.145,0.279
97.381,2.805,0.537,0.148,0.28
97.44,2.812,0.539,0.149,0.281
97.511,2.821,0.541,0.149,0.282
97.925,2.824,0.545,0.153,0.283
98.333,2.849,0.55,0.154,0.284
98.547,2.863,0.556,0.154,0.285
98.777,2.867,0.568,0.156,0.286
98.991,2.88,0.575,0.157,0.287
99.911,2.885,0.58,0.157,0.288
100.571,2.885,0.582,0.159,0.289
100.599,2.886,0.584,0.159,0.29
101.072,2.917,0.591,0.162,0.291
101.916,2.926,0.593,0.162,0.292
102.076,2.933,0.595,0.165,0.293
102.397,2.94,0.596,0.168,0.294
102.601,2.958,0.601,0.169,0.295
102.744,2.972,0.604,0.17,0.296
103.11,2.987,0.606,0.171,0.297
103.575,2.995,0.61,0.172,0.298
103.71,3.006,0.61,0.175,0.299
104.021,3.006,0.612,0.175,0.3
104.314,3.033,0.613,0.176,0.301
105.019,3.037,0.62,0.182,0.302
105.461,3.041,0.627,0.182,0.303
105.61,3.042,0.628,0.182,0.304
105.968,3.046,0.64,0.185,0.305
105.97,3.064,0.642,0.185,0.306
106.271,3.066,0.643,0.189,0.307
106.868,3.073,0.647,0.191,0.308
107.057,3.082,0.65,0.191,0.309
107.305,3.109,0.651,0.195,0.31
107.89,3.127,0.652,0.196,0.311
108.206,3.141,0.653,0.2,0.312
108.43,3.158,0.654,0.2,0.313
108.829,3.164,0.664,0.2,0.314
108.988,3.168,0.668,0.201,0.315
109.101,3.236,0.67,0.203,0.316
110.261,3.248,0.676,0.205,0.317
110.509,3.259,0.677,0.205,0.318
110.73,3.338,0.678,0.207,0.319
111.206,3.369,0.685,0.21,0.32
111.453,3.375,0.685,0.213,0.321
111.468,3.42,0.686,0.213,0.322
111.993,3.43,0.691,0.22,0.323
112.064,3.445,0.694,0.22,0.324
112.067,3.487,0.695,0.221,0.325
112.095,3.49,0.701,0.224,0.326
112.503,3.507,0.707,0.229,0.327
112.955,3.513,0.71,0.231,0.328
113.109,3.547,0.711,0.233,0.329
113.126,3.549,0.716,0.236,0.33
113.128,3.556,0.72,0.238,0.331
113.364,3.566,0.726,0.24,0.332
113.814,3.578,0.732,0.24,0.333
114.511,3.588,0.752,0.243,0.334
114.886,3.61,0.755,0.245,0.335
114.932,3.62,0.759,0.246,0.336
115.461,3.651,0.76,0.249,0.337
115.682,3.656,0.796,0.25,0.338
115.966,3.682,0.825,0.255,0.339
116.257,3.709,0.837,0.256,0.34
116.837,3.738,0.843,0.256,0.341
117.071,3.776,0.845,0.257,0.342
117.299,3.778,0.852,0.259,0.343
117.827,3.78,0.853,0.261,0.344
117.89,3.844,0.856,0.266,0.345
118.189,3.847,0.861,0.266,0.346
118.37,3.87,0.861,0.267,0.347
118.486,3.901,0.867,0.268,0.348
118.581,3.932,0.879,0.269,0.349
119.151,3.943,0.902,0.281,0.35
119.755,3.948,0.907,0.285,0.351
119.767,3.95,0.931,0.286,0.352
120.475,3.966,0.932,0.292,0.353
120.671,4.002,0.932,0.292,0.354
120.882,4.031,0.939,0.292,0.355
121.436,4.061,0.953,0.295,0.356
121.688,4.083,0.963,0.301,0.357
121.903,4.089,0.966,0.303,0.358
122.623,4.1,0.966,0.305,0.359
122.876,4.118,0.97,0.305,0.36
122.952,4.173,0.974,0.312,0.361
123.795,4.212,0.988,0.314,0.362
123.884,4.219,0.993,0.316,0.363
124.243,4.223,1.013,0.317,0.364
124.539,4.249,1.018,0.321,0.365
124.584,4.275,1.021,0.326,0.366
125.309,4.279,1.026,0.332,0.367
125.376,4.281,1.026,0.334,0.368
125.539,4.303,1.027,0.336,0.369
125.781,4.334,1.038,0.338,0.37
126.175,4.362,1.038,0.34,0.371
126.655,4.379,1.04,0.343,0.372
127.081,4.497,1.042,0.343,0.373
127.128,4.507,1.044,0.349,0.374
127.16,4.521,1.051,0.351,0.375
127.167,4.528,1.064,0.353,0.376
127.479,4.544,1.07,0.357,0.377
128.778,4.562,1.073,0.368,0.378
128.78,4.577,1.08,0.369,0.379
128.872,4.582,1.089,0.372,0.38
129.852,4.583,1.093,0.375,0.381
129.899,4.6,1.105,0.377,0.382
130.202,4.706,1.109,0.377,0.383
130.568,4.763,1.113,0.384,0.384
130.655,4.853,1.118,0.387,0.385
130.923,4.854,1.118,0.387,0.386
130.977,4.878,1.126,0.389,0.387
131.18,4.884,1.128,0.392,0.388
131.492,4.901,1.141,0.394,0.389
131.519,4.959,1.147,0.404,0.39
131.703,4.963,1.149,0.406,0.391
132.171,5.006,1.15,0.409,0.392
132.195,5.073,1.154,0.412,0.393
133.119,5.107,1.155,0.412,0.394
133.455,5.117,1.157,0.416,0.395
134.151,5.155,1.157,0.42,0.396
134.303,5.258,1.157,0.423,0.397
134.398,5.268,1.158,0.427,0.398
134.493,5.281,1.16,0.428,0.399
134.571,5.324,1.162,0.429,0.4
134.798,5.406,1.165,0.429,0.401
135.235,5.464,1.165,0.431,0.402
135.244,5.483,1.169,0.431,0.403
135.26,5.491,1.171,0.442,0.404
135.534,5.546,1.178,0.444,0.405
135.714,5.549,1.188,0.468,0.406
135.732,5.588,1.199,0.47,0.407
135.974,5.598,1.201,0.473,0.408
136.226,5.61,1.202,0.475,0.409
136.351,5.669,1.202,0.477,0.41
136.792,5.706,1.207,0.478,0.411
136.9,5.743,1.21,0.479,0.412
137.16,5.788,1.214,0.485,0.413
137.236,5.825,1.214,0.486,0.414
138.099,5.856,1.223,0.49,0.415
138.546,5.952,1.228,0.491,0.416
138.602,6.025,1.234,0.492,0.417
138.679,6.044,1.236,0.495,0.418
139.078,6.136,1.245,0.499,0.419
139.77,6.143,1.25,0.501,0.42
140.096,6.163,1.263,0.504,0.421
140.201,6.173,1.264,0.509,0.422
140.293,6.211,1.264,0.516,0.423
140.631,6.245,1.275,0.517,0.424
140.775,6.254,1.284,0.517,0.425
141.071,6.318,1.298,0.519,0.426
142.017,6.321,1.3,0.525,0.427
142.073,6.331,1.307,0.526,0.428
142.315,6.365,1.329,0.527,0.429
142.5,6.373,1.343,0.529,0.43
143.088,6.453,1.362,0.53,0.431
143.329,6.498,1.37,0.532,0.432
143.372,6.51,1.375,0.545,0.433
143.637,6.516,1.393,0.55,0.434
144.02,6.558,1.394,0.553,0.435
144.135,6.572,1.399,0.558,0.436
144.36,6.612,1.426,0.559,0.437
145.44,6.626,1.433,0.561,0.438
146.344,6.656,1.434,0.566,0.439
146.918,6.696,1.437,0.583,0.44
146.922,6.721,1.449,0.589,0.441
147.14,6.829,1.455,0.603,0.442
147.286,6.838,1.458,0.607,0.443
147.461,6.863,1.467,0.608,0.444
147.67,6.914,1.49,0.609,0.445
147.855,7.016,1.493,0.609,0.446
148.332,7.12,1.497,0.61,0.447
148.571,7.121,1.506,0.617,0.448
148.652,7.125,1.52,0.617,0.449
149.079,7.143,1.532,0.617,0.45
149.288,7.175,1.533,0.622,0.451
149.517,7.223,1.536,0.622,0.452
149.54,7.242,1.541,0.623,0.453
149.628,7.275,1.553,0.625,0.454
150.445,7.302,1.556,0.632,0.455
150.764,7.317,1.561,0.64,0.456
150.809,7.335,1.594,0.642,0.457
150.873,7.398,1.596,0.643,0.458
150.929,7.43,1.604,0.647,0.459
151.522,7.477,1.605,0.647,0.46
151.674,7.491,1.623,0.648,0.461
151.693,7.514,1.647,0.651,0.462
151.902,7.598,1.654,0.653,0.463
152.33,7.638,1.661,0.654,0.464
152.443,7.652,1.666,0.657,0.465
152.657,7.669,1.674,0.66,0.466
152.766,7.679,1.676,0.668,0.467
152.854,7.68,1.69,0.675,0.468
153.839,7.727,1.702,0.676,0.469
153.933,7.775,1.782,0.678,0.47
153.992,7.827,1.796,0.685,0.471
154.608,7.829,1.819,0.685,0.472
155.681,7.841,1.861,0.686,0.473
156.017,8.036,1.872,0.687,0.474
156.762,8.044,1.878,0.687,0.475
156.852,8.05,1.892,0.687,0.476
157.072,8.066,1.895,0.698,0.477
157.189,8.077,1.915,0.705,0.478
157.331,8.137,1.931,0.707,0.479
157.44,8.213,1.941,0.707,0.48
157.593,8.231,1.946,0.709,0.481
158.03,8.233,1.957,0.711,0.482
158.217,8.234,1.966,0.716,0.483
158.321,8.266,1.999,0.727,0.484
158.562,8.287,2.002,0.732,0.485
158.907,8.29,2.004,0.732,0.486
159.147,8.292,2.004,0.736,0.487
159.396,8.336,2.034,0.741,0.488
160.115,8.385,2.035,0.764,0.489
160.967,8.447,2.035,0.768,0.49
161.072,8.517,2.038,0.79,0.491
161.43,8.522,2.042,0.799,0.492
161.454,8.535,2.058,0.812,0.493
161.642,8.539,2.064,0.825,0.494
161.685,8.548,2.078,0.827,0.495
161.761,8.612,2.08,0.84,0.496
161.912,8.641,2.08,0.843,0.497
162.16,8.702,2.084,0.847,0.498
162.187,8.707,2.086,0.852,0.499
162.589,8.771,2.087,0.854,0.5
162.999,8.78,2.097,0.878,0.501
163.492,8.814,2.098,0.89,0.502
163.599,8.823,2.106,0.913,0.503
164.228,8.903,2.15,0.92,0.504
164.588,8.946,2.151,0.932,0.505
164.708,9.02,2.154,0.941,0.506
164.954,9.038,2.161,0.951,0.507
165.029,9.043,2.172,0.96,0.508
165.083,9.048,2.175,0.961,0.509
166.158,9.061,2.182,0.963,0.51
166.535,9.176,2.183,0.968,0.511
166.754,9.182,2.191,0.97,0.512
166.877,9.245,2.203,0.975,0.513
167.167,9.336,2.204,0.992,0.514
167.218,9.385,2.207,1.013,0.515
168.088,9.423,2.208,1.015,0.516
168.179,9.442,2.216,1.02,0.517
168.422,9.446,2.233,1.023,0.518
168.452,9.464,2.243,1.025,0.519
169.19,9.494,2.243,1.029,0.52
169.249,9.521,2.248,1.038,0.521
169.35,9.579,2.256,1.038,0.522
169.752,9.598,2.263,1.04,0.523
170.111,9.608,2.28,1.041,0.524
170.286,9.617,2.296,1.041,0.525
171.095,9.71,2.303,1.043,0.526
171.166,9.75,2.311,1.047,0.527
171.848,9.758,2.319,1.047,0.528
171.935,9.837,2.321,1.051,0.529
172.073,9.853,2.327,1.052,0.53
172.096,9.885,2.336,1.07,0.531
172.338,9.909,2.368,1.084,0.532
172.578,9.937,2.395,1.09,0.533
172.869,9.991,2.414,1.093,0.534
173.095,10.01,2.429,1.093,0.535
173.541,10.026,2.446,1.099,0.536
174.347,10.078,2.449,1.116,0.537
174.642,10.131,2.484,1.135,0.538
174.655,10.173,2.485,1.141,0.539
174.698,10.173,2.496,1.148,0.54
174.794,10.175,2.5,1.15,0.541
174.845,10.181,2.501,1.154,0.542
176.002,10.198,2.503,1.155,0.543
176.25,10.224,2.514,1.159,0.544
176.714,10.295,2.516,1.165,0.545
176.763,10.319,2.517,1.168,0.546
177.036,10.356,2.529,1.169,0.547
177.092,10.363,2.577,1.17,0.548
177.588,10.441,2.592,1.187,0.549
177.63,10.462,2.596,1.193,0.55
178.189,10.515,2.607,1.198,0.551
178.299,10.553,2.623,1.208,0.552
178.45,10.624,2.625,1.213,0.553
178.482,10.648,2.628,1.214,0.554
178.488,10.651,2.643,1.217,0.555
178.546,10.669,2.665,1.219,0.556
178.755,10.699,2.733,1.22,0.557
179.146,10.752,2.746,1.234,0.558
179.345,10.869,2.751,1.253,0.559
179.56,10.911,2.774,1.258,0.56
180.036,10.967,2.817,1.258,0.561
180.252,10.986,2.833,1.263,0.562
180.354,11.028,2.855,1.264,0.563
180.879,11.053,2.861,1.275,0.564
181.635,11.105,2.867,1.28,0.565
181.955,11.266,2.931,1.307,0.566
182.191,11.313,2.951,1.31,0.567
182.287,11.332,2.952,1.324,0.568
182.437,11.401,2.954,1.374,0.569
183.111,11.491,2.988,1.375,0.57
183.151,11.534,2.998,1.376,0.571
183.625,11.6,3.0,1.388,0.572
183.844,11.664,3.005,1.389,0.573
183.942,11.753,3.04,1.399,0.574
184.084,11.764,3.079,1.412,0.575
184.293,11.769,3.097,1.418,0.576
184.648,11.777,3.115,1.422,0.577
185.075,11.796,3.145,1.434,0.578
185.2,11.802,3.174,1.443,0.579
185.573,11.858,3.175,1.447,0.58
185.622,11.868,3.189,1.449,0.581
186.246,11.972,3.238,1.459,0.582
186.733,11.977,3.258,1.467,0.583
186.79,11.993,3.288,1.474,0.584
186.797,12.009,3.289,1.475,0.585
186.805,12.044,3.341,1.478,0.586
186.833,12.086,3.349,1.51,0.587
186.942,12.151,3.37,1.512,0.588
187.089,12.157,3.406,1.521,0.589
187.868,12.199,3.452,1.537,0.59
187.928,12.212,3.479,1.539,0.591
188.39,12.213,3.483,1.541,0.592
188.947,12.287,3.487,1.546,0.593
189.353,12.44,3.516,1.552,0.594
189.875,12.535,3.54,1.556,0.595
189.899,12.614,3.605,1.56,0.596
189.986,12.64,3.613,1.565,0.597
191.239,12.657,3.619,1.566,0.598
191.324,12.673,3.626,1.57,0.599
191.414,12.844,3.657,1.581,0.6
191.554,12.88,3.658,1.599,0.601
192.267,12.918,3.663,1.604,0.602
192.646,12.978,3.681,1.617,0.603
193.187,12.991,3.686,1.619,0.604
193.245,13.105,3.696,1.627,0.605
193.651,13.145,3.698,1.649,0.606
193.835,13.181,3.711,1.668,0.607
193.924,13.282,3.742,1.676,0.608
194.13,13.37,3.75,1.699,0.609
194.605,13.379,3.757,1.708,0.61
194.848,13.408,3.757,1.727,0.611
195.063,13.417,3.758,1.727,0.612
195.22,13.482,3.779,1.729,0.613
195.225,13.497,3.818,1.753,0.614
195.324,13.522,3.818,1.759,0.615
196.0,13.651,3.82,1.782,0.616
196.121,13.688,3.843,1.788,0.617
196.16,13.712,3.847,1.86,0.618
196.659,13.714,3.857,1.861,0.619
196.998,13.741,3.876,1.875,0.62
197.22,13.804,3.888,1.878,0.621
197.317,13.824,3.892,1.907,0.622
197.932,13.878,3.91,1.915,0.623
198.278,13.885,3.931,1.927,0.624
198.82,13.893,3.946,1.933,0.625
200.68,13.898,3.946,1.935,0.626
200.736,13.993,3.999,1.98,0.627
200.809,14.028,4.041,1.992,0.628
200.936,14.04,4.046,1.999,0.629
201.037,14.229,4.049,2.007,0.63
202.358,14.238,4.056,2.029,0.631
202.554,14.255,4.108,2.035,0.632
202.954,14.271,4.114,2.059,0.633
203.044,14.295,4.162,2.075,0.634
203.672,14.311,4.169,2.078,0.635
204.617,14.325,4.219,2.084,0.636
204.655,14.352,4.233,2.087,0.637
205.009,14.368,4.236,2.098,0.638
205.284,14.376,4.239,2.127,0.639
205.875,14.408,4.27,2.136,0.64
206.023,14.431,4.282,2.151,0.641
206.073,14.467,4.291,2.155,0.642
206.462,14.538,4.297,2.161,0.643
206.901,14.608,4.299,2.172,0.644
206.913,14.615,4.319,2.177,0.645
207.307,14.691,4.366,2.182,0.646
207.356,14.763,4.384,2.183,0.647
207.377,14.823,4.405,2.225,0.648
207.813,14.942,4.433,2.233,0.649
208.022,14.986,4.448,2.273,0.65
208.209,15.028,4.473,2.281,0.651
208.296,15.032,4.495,2.311,0.652
208.344,15.05,4.498,2.321,0.653
208.816,15.092,4.513,2.345,0.654
208.997,15.096,4.518,2.349,0.655
209.659,15.15,4.523,2.358,0.656
209.844,15.203,4.545,2.371,0.657
210.036,15.276,4.576,2.395,0.658
210.769,15.287,4.579,2.401,0.659
211.255,15.293,4.612,2.414,0.66
211.82,15.393,4.704,2.423,0.661
212.628,15.537,4.706,2.473,0.662
212.808,15.564,4.721,2.487,0.663
212.845,15.673,4.736,2.488,0.664
213.0,15.705,4.785,2.517,0.665
214.327,15.727,4.787,2.549,0.666
214.541,15.811,4.835,2.575,0.667
214.921,15.897,4.836,2.577,0.668
214.923,15.949,4.847,2.601,0.669
215.381,15.989,4.893,2.607,0.67
215.847,15.994,4.922,2.619,0.671
216.345,16.097,4.931,2.643,0.672
216.362,16.111,4.932,2.697,0.673
216.403,16.269,4.955,2.714,0.674
216.511,16.285,4.986,2.773,0.675
217.098,16.384,5.064,2.795,0.676
217.571,16.495,5.066,2.83,0.677
217.897,16.514,5.081,2.833,0.678
217.992,16.566,5.084,2.855,0.679
218.052,16.605,5.24,2.856,0.68
218.343,16.606,5.244,2.857,0.681
218.818,16.615,5.248,2.867,0.682
219.691,16.617,5.311,2.872,0.683
220.008,16.695,5.315,2.879,0.684
221.013,16.722,5.319,2.891,0.685
221.126,16.782,5.347,2.905,0.686
221.416,16.83,5.402,2.906,0.687
222.75,16.956,5.406,2.909,0.688
223.479,17.038,5.424,2.931,0.689
223.742,17.047,5.452,2.948,0.69
223.789,17.409,5.466,2.951,0.691
224.048,17.425,5.475,2.954,0.692
224.393,17.465,5.486,2.972,0.693
224.875,17.508,5.504,2.978,0.694
225.404,17.525,5.525,2.988,0.695
225.551,17.579,5.558,2.994,0.696
