Rank1,Rank2,Rank3,Rank4,Percentage
0.1,0.004,0.0,0.0,0.051
0.1,0.005,0.0,0.0,0.0515
0.101,0.005,0.0,0.0,0.052
0.101,0.006,0.0,0.0,0.0525
0.103,0.006,0.0,0.0,0.053
0.107,0.006,0.0,0.0,0.0535
0.109,0.007,0.0,0.0,0.054
0.11,0.007,0.0,0.0,0.0545
0.111,0.007,0.0,0.0,0.055
0.112,0.007,0.0,0.0,0.0555
0.116,0.007,0.0,0.0,0.056
0.119,0.008,0.0,0.0,0.0565
0.122,0.008,0.0,0.0,0.057
0.125,0.008,0.0,0.0,0.0575
0.125,0.008,0.0,0.0,0.058
0.135,0.008,0.0,0.0,0.0585
0.136,0.009,0.0,0.0,0.059
0.137,0.009,0.0,0.0,0.0595
0.142,0.009,0.0,0.0,0.06
0.142,0.01,0.0,0.0,0.0605
0.146,0.01,0.0,0.0,0.061
0.146,0.01,0.0,0.0,0.0615
0.146,0.01,0.0,0.0,0.062
0.153,0.01,0.0,0.0,0.0625
0.155,0.01,0.0,0.0,0.063
0.156,0.01,0.0,0.0,0.0635
0.156,0.011,0.0,0.0,0.064
0.156,0.011,0.0,0.0,0.0645
0.161,0.011,0.0,0.0,0.065
0.163,0.011,0.0,0.0,0.0655
0.165,0.011,0.0,0.0,0.066
0.169,0.012,0.0,0.0,0.0665
0.169,0.012,0.0,0.0,0.067
0.173,0.013,0.0,0.0,0.0675
0.173,0.013,0.0,0.0,0.068
0.175,0.013,0.0,0.0,0.0685
0.176,0.013,0.0,0.0,0.069
0.177,0.013,0.0,0.0,0.0695
0.179,0.013,0.0,0.0,0.07
0.18,0.014,0.0,0.0,0.0705
0.182,0.014,0.0,0.0,0.071
0.184,0.015,0.0,0.0,0.0715
0.187,0.015,0.0,0.0,0.072
0.188,0.015,0.0,0.0,0.0725
0.192,0.015,0.0,0.0,0.073
0.195,0.016,0.0,0.0,0.0735
0.196,0.016,0.0,0.0,0.074
0.197,0.016,0.0,0.0,0.0745
0.198,0.016,0.0,0.0,0.075
0.199,0.016,0.0,0.0,0.0755
0.203,0.017,0.0,0.0,0.076
0.204,0.017,0.0,0.0,0.0765
0.204,0.017,0.0,0.0,0.077
0.207,0.017,0.0,0.0,0.0775
0.207,0.018,0.0,0.0,0.078
0.209,0.018,0.0,0.0,0.0785
0.213,0.019,0.0,0.0,0.079
0.216,0.019,0.0,0.0,0.0795
0.218,0.019,0.0,0.0,0.08
0.219,0.019,0.0,0.0,0.0805
0.222,0.02,0.0,0.0,0.081
0.228,0.021,0.0,0.0,0.0815
0.232,0.021,0.0,0.0,0.082
0.237,0.021,0.0,0.0,0.0825
0.238,0.021,0.0,0.0,0.083
0.239,0.022,0.0,0.0,0.0835
0.24,0.022,0.0,0.0,0.084
0.244,0.022,0.0,0.0,0.0845
0.247,0.022,0.0,0.0,0.085
0.247,0.023,0.0,0.0,0.0855
0.25,0.023,0.0,0.0,0.086
0.255,0.023,0.0,0.0,0.0865
0.26,0.023,0.0,0.0,0.087
0.262,0.023,0.0,0.0,0.0875
0.262,0.024,0.0,0.0,0.088
0.265,0.025,0.0,0.0,0.0885
0.265,0.026,0.0,0.0,0.089
0.267,0.026,0.0,0.0,0.0895
0.268,0.027,0.0,0.0,0.09
0.268,0.027,0.0,0.0,0.0905
0.275,0.028,0.0,0.0,0.091
0.275,0.028,0.0,0.0,0.0915
0.282,0.029,0.0,0.0,0.092
0.285,0.029,0.0,0.0,0.0925
0.286,0.029,0.0,0.0,0.093
0.287,0.03,0.0,0.0,0.0935
0.287,0.03,0.0,0.0,0.094
0.288,0.03,0.0,0.0,0.0945
0.291,0.03,0.0,0.0,0.095
0.297,0.03,0.0,0.0,0.0955
0.301,0.03,0.0,0.0,0.096
0.301,0.03,0.0,0.0,0.0965
0.308,0.031,0.0,0.0,0.097
0.31,0.031,0.0,0.0,0.0975
0.315,0.031,0.0,0.0,0.098
0.316,0.032,0.0,0.0,0.0985
0.318,0.032,0.0,0.0,0.099
0.323,0.033,0.0,0.0,0.0995
0.324,0.033,0.0,0.0,0.1
0.325,0.033,0.0,0.0,0.1005
0.325,0.034,0.0,0.0,0.101
0.328,0.034,0.0,0.0,0.1015
0.331,0.035,0.0,0.0,0.102
0.336,0.035,0.0,0.0,0.1025
0.34,0.035,0.0,0.0,0.103
0.341,0.035,0.0,0.0,0.1035
0.342,0.035,0.0,0.0,0.104
0.342,0.036,0.0,0.0,0.1045
0.345,0.037,0.0,0.0,0.105
0.348,0.037,0.0,0.0,0.1055
0.357,0.037,0.0,0.0,0.106
0.359,0.037,0.0,0.0,0.1065
0.36,0.039,0.0,0.0,0.107
0.361,0.039,0.0,0.0,0.1075
0.372,0.039,0.0,0.0,0.108
0.372,0.039,0.0,0.0,0.1085
0.374,0.04,0.0,0.0,0.109
0.375,0.041,0.0,0.0,0.1095
0.376,0.041,0.0,0.0,0.11
0.377,0.041,0.0,0.0,0.1105
0.383,0.042,0.0,0.0,0.111
0.385,0.042,0.0,0.0,0.1115
0.394,0.042,0.0,0.0,0.112
0.398,0.042,0.0,0.0,0.1125
0.399,0.042,0.0,0.0,0.113
0.403,0.043,0.0,0.0,0.1135
0.405,0.044,0.0,0.0,0.114
0.416,0.044,0.001,0.0,0.1145
0.416,0.045,0.001,0.0,0.115
0.417,0.045,0.001,0.0,0.1155
0.422,0.046,0.001,0.0,0.116
0.431,0.046,0.001,0.0,0.1165
0.432,0.048,0.001,0.0,0.117
0.433,0.049,0.001,0.0,0.1175
0.434,0.049,0.001,0.0,0.118
0.434,0.05,0.001,0.0,0.1185
0.434,0.05,0.001,0.0,0.119
0.434,0.052,0.001,0.0,0.1195
0.441,0.052,0.001,0.0,0.12
0.448,0.052,0.001,0.0,0.1205
0.449,0.053,0.001,0.0,0.121
0.457,0.053,0.001,0.0,0.1215
0.46,0.055,0.001,0.0,0.122
0.461,0.056,0.001,0.0,0.1225
0.462,0.056,0.002,0.0,0.123
0.465,0.057,0.002,0.0,0.1235
0.466,0.059,0.002,0.0,0.124
0.468,0.059,0.002,0.0,0.1245
0.469,0.06,0.002,0.0,0.125
0.477,0.061,0.002,0.0,0.1255
0.477,0.061,0.002,0.0,0.126
0.478,0.061,0.002,0.0,0.1265
0.483,0.061,0.002,0.0,0.127
0.484,0.063,0.002,0.0,0.1275
0.488,0.063,0.002,0.0,0.128
0.49,0.063,0.002,0.0,0.1285
0.491,0.064,0.002,0.0,0.129
0.493,0.064,0.002,0.0,0.1295
0.497,0.064,0.002,0.0,0.13
0.497,0.064,0.002,0.0,0.1305
0.497,0.065,0.003,0.0,0.131
0.5,0.065,0.003,0.0,0.1315
0.505,0.066,0.003,0.0,0.132
0.507,0.066,0.003,0.0,0.1325
0.516,0.066,0.003,0.0,0.133
0.521,0.066,0.003,0.0,0.1335
0.524,0.066,0.003,0.0,0.134
0.527,0.067,0.003,0.0,0.1345
0.532,0.068,0.003,0.0,0.135
0.535,0.068,0.003,0.0,0.1355
0.539,0.069,0.003,0.0,0.136
0.54,0.07,0.003,0.0,0.1365
0.54,0.07,0.004,0.0,0.137
0.545,0.071,0.004,0.0,0.1375
0.545,0.072,0.004,0.0,0.138
0.551,0.073,0.004,0.0,0.1385
0.552,0.075,0.004,0.0,0.139
0.555,0.076,0.004,0.0,0.1395
0.559,0.077,0.004,0.0,0.14
0.559,0.077,0.004,0.0,0.1405
0.56,0.077,0.004,0.0,0.141
0.563,0.078,0.005,0.0,0.1415
0.563,0.079,0.005,0.0,0.142
0.567,0.081,0.005,0.0,0.1425
0.578,0.081,0.005,0.0,0.143
0.583,0.082,0.005,0.0,0.1435
0.588,0.083,0.005,0.0,0.144
0.591,0.083,0.005,0.0,0.1445
0.593,0.083,0.005,0.0,0.145
0.596,0.084,0.005,0.0,0.1455
0.601,0.085,0.005,0.0,0.146
0.603,0.087,0.005,0.0,0.1465
0.607,0.089,0.006,0.0,0.147
0.612,0.089,0.006,0.0,0.1475
0.613,0.091,0.006,0.0,0.148
0.624,0.092,0.006,0.0,0.1485
0.624,0.092,0.006,0.0,0.149
0.628,0.093,0.006,0.0,0.1495
0.631,0.094,0.007,0.0,0.15
0.633,0.094,0.007,0.0,0.1505
0.634,0.095,0.007,0.0,0.151
0.636,0.095,0.007,0.0,0.1515
0.637,0.096,0.007,0.0,0.152
0.639,0.096,0.007,0.0,0.1525
0.641,0.097,0.008,0.0,0.153
0.647,0.098,0.008,0.0,0.1535
0.65,0.098,0.008,0.0,0.154
0.656,0.099,0.008,0.0,0.1545
0.658,0.1,0.008,0.0,0.155
0.666,0.103,0.009,0.0,0.1555
0.68,0.103,0.009,0.0,0.156
0.682,0.103,0.009,0.0,0.1565
0.684,0.104,0.009,0.0,0.157
0.684,0.104,0.009,0.0,0.1575
0.689,0.105,0.009,0.0,0.158
0.69,0.105,0.01,0.0,0.1585
0.691,0.107,0.01,0.0,0.159
0.692,0.107,0.01,0.0,0.1595
0.697,0.108,0.011,0.0,0.16
0.697,0.109,0.011,0.0,0.1605
0.702,0.111,0.011,0.0,0.161
0.706,0.112,0.011,0.0,0.1615
0.707,0.112,0.012,0.0,0.162
0.713,0.113,0.012,0.0,0.1625
0.717,0.115,0.012,0.0,0.163
0.718,0.115,0.012,0.0,0.1635
0.719,0.115,0.012,0.0,0.164
0.72,0.115,0.013,0.0,0.1645
0.721,0.116,0.013,0.0,0.165
0.725,0.116,0.013,0.0,0.1655
0.729,0.116,0.013,0.0,0.166
0.729,0.117,0.013,0.0,0.1665
0.736,0.117,0.014,0.0,0.167
0.742,0.119,0.014,0.0,0.1675
0.743,0.121,0.014,0.0,0.168
0.743,0.122,0.014,0.0,0.1685
0.749,0.125,0.014,0.0,0.169
0.75,0.128,0.014,0.0,0.1695
0.751,0.128,0.014,0.0,0.17
0.755,0.128,0.015,0.0,0.1705
0.755,0.128,0.015,0.0,0.171
0.758,0.128,0.015,0.0,0.1715
0.766,0.129,0.015,0.0,0.172
0.772,0.13,0.015,0.0,0.1725
0.778,0.13,0.015,0.0,0.173
0.787,0.13,0.016,0.0,0.1735
0.789,0.13,0.017,0.0,0.174
0.789,0.132,0.017,0.0,0.1745
0.793,0.132,0.017,0.0,0.175
0.797,0.132,0.017,0.0,0.1755
0.807,0.133,0.017,0.0,0.176
0.809,0.134,0.018,0.0,0.1765
0.815,0.134,0.018,0.0,0.177
0.821,0.137,0.018,0.0,0.1775
0.827,0.138,0.018,0.0,0.178
0.829,0.139,0.018,0.0,0.1785
0.829,0.139,0.018,0.0,0.179
0.843,0.139,0.019,0.0,0.1795
0.844,0.139,0.019,0.0,0.18
0.845,0.14,0.019,0.0,0.1805
0.867,0.14,0.019,0.0,0.181
0.869,0.141,0.019,0.0,0.1815
0.873,0.142,0.019,0.0,0.182
0.876,0.142,0.019,0.0,0.1825
0.876,0.145,0.019,0.0,0.183
0.88,0.145,0.021,0.0,0.1835
0.884,0.146,0.021,0.0,0.184
0.901,0.146,0.021,0.0,0.1845
0.908,0.149,0.022,0.0,0.185
0.908,0.149,0.022,0.0,0.1855
0.927,0.151,0.022,0.0,0.186
0.935,0.151,0.022,0.0,0.1865
0.936,0.152,0.022,0.0,0.187
0.936,0.152,0.022,0.0,0.1875
0.94,0.153,0.023,0.0,0.188
0.945,0.153,0.023,0.0,0.1885
0.949,0.154,0.023,0.0,0.189
0.951,0.156,0.024,0.0,0.1895
0.952,0.157,0.024,0.0,0.19
0.954,0.158,0.024,0.0,0.1905
0.972,0.158,0.024,0.0,0.191
0.974,0.159,0.024,0.0,0.1915
0.978,0.16,0.024,0.0,0.192
0.983,0.161,0.025,0.0,0.1925
0.983,0.161,0.025,0.0,0.193
0.991,0.162,0.026,0.0,0.1935
0.999,0.164,0.026,0.0,0.194
1.012,0.17,0.027,0.0,0.1945
1.014,0.17,0.027,0.0,0.195
1.018,0.172,0.027,0.0,0.1955
1.022,0.172,0.027,0.0,0.196
1.046,0.173,0.027,0.0,0.1965
1.049,0.174,0.027,0.0,0.197
1.062,0.174,0.028,0.0,0.1975
1.066,0.176,0.03,0.0,0.198
1.073,0.182,0.031,0.0,0.1985
1.087,0.184,0.031,0.0,0.199
1.092,0.191,0.031,0.0,0.1995
1.096,0.193,0.031,0.0,0.2
1.097,0.193,0.031,0.0,0.2005
1.112,0.194,0.032,0.0,0.201
1.115,0.194,0.033,0.0,0.2015
1.119,0.194,0.033,0.0,0.202
1.128,0.197,0.033,0.0,0.2025
1.132,0.198,0.033,0.0,0.203
1.143,0.198,0.034,0.0,0.2035
1.144,0.2,0.035,0.0,0.204
1.158,0.201,0.036,0.0,0.2045
1.169,0.201,0.036,0.0,0.205
1.17,0.203,0.036,0.0,0.2055
1.19,0.204,0.036,0.0,0.206
1.194,0.21,0.037,0.0,0.2065
1.195,0.213,0.037,0.0,0.207
1.211,0.214,0.038,0.0,0.2075
1.212,0.214,0.038,0.0,0.208
1.218,0.215,0.038,0.0,0.2085
1.225,0.221,0.039,0.0,0.209
1.228,0.222,0.039,0.0,0.2095
1.232,0.222,0.039,0.0,0.21
1.233,0.223,0.04,0.0,0.2105
1.236,0.224,0.041,0.0,0.211
1.24,0.225,0.041,0.0,0.2115
1.246,0.226,0.042,0.0,0.212
1.26,0.227,0.043,0.0,0.2125
1.273,0.229,0.043,0.0,0.213
1.28,0.23,0.043,0.0,0.2135
1.284,0.232,0.043,0.0,0.214
1.287,0.234,0.043,0.0,0.2145
1.289,0.236,0.044,0.0,0.215
1.297,0.238,0.044,0.0,0.2155
1.298,0.239,0.045,0.0,0.216
1.309,0.239,0.045,0.0,0.2165
1.315,0.239,0.045,0.0,0.217
1.321,0.24,0.045,0.001,0.2175
1.323,0.24,0.045,0.001,0.218
1.324,0.241,0.046,0.001,0.2185
1.343,0.243,0.046,0.001,0.219
1.346,0.243,0.046,0.001,0.2195
1.354,0.247,0.046,0.001,0.22
1.357,0.247,0.046,0.001,0.2205
1.361,0.248,0.047,0.001,0.221
1.363,0.249,0.047,0.001,0.2215
1.366,0.249,0.048,0.001,0.222
1.369,0.25,0.049,0.001,0.2225
1.378,0.255,0.049,0.001,0.223
1.385,0.256,0.049,0.001,0.2235
1.388,0.257,0.05,0.001,0.224
1.394,0.26,0.05,0.001,0.2245
1.4,0.262,0.05,0.001,0.225
1.401,0.263,0.051,0.001,0.2255
1.407,0.264,0.052,0.001,0.226
1.412,0.264,0.052,0.001,0.2265
1.426,0.265,0.052,0.001,0.227
1.437,0.267,0.053,0.002,0.2275
1.445,0.268,0.053,0.002,0.228
1.451,0.268,0.054,0.002,0.2285
1.456,0.268,0.054,0.002,0.229
1.463,0.268,0.054,0.002,0.2295
1.482,0.27,0.055,0.002,0.23
1.485,0.27,0.055,0.002,0.2305
1.51,0.272,0.055,0.002,0.231
1.514,0.273,0.055,0.002,0.2315
1.529,0.276,0.055,0.002,0.232
1.538,0.276,0.057,0.002,0.2325
1.541,0.28,0.057,0.002,0.233
1.556,0.284,0.058,0.003,0.2335
1.566,0.284,0.058,0.003,0.234
1.567,0.288,0.059,0.003,0.2345
1.575,0.291,0.059,0.003,0.235
1.577,0.295,0.059,0.003,0.2355
1.593,0.297,0.06,0.003,0.236
1.602,0.302,0.061,0.003,0.2365
1.604,0.305,0.061,0.003,0.237
1.604,0.306,0.061,0.003,0.2375
1.605,0.307,0.061,0.003,0.238
1.61,0.309,0.063,0.004,0.2385
1.611,0.31,0.063,0.004,0.239
1.613,0.312,0.063,0.004,0.2395
1.619,0.313,0.064,0.004,0.24
1.647,0.323,0.064,0.004,0.2405
1.649,0.324,0.065,0.004,0.241
1.652,0.326,0.065,0.004,0.2415
1.652,0.327,0.065,0.004,0.242
1.654,0.33,0.066,0.004,0.2425
1.659,0.331,0.066,0.004,0.243
1.662,0.332,0.066,0.004,0.2435
1.671,0.333,0.066,0.005,0.244
1.673,0.334,0.067,0.005,0.2445
1.673,0.334,0.068,0.005,0.245
1.677,0.339,0.068,0.005,0.2455
1.689,0.341,0.069,0.005,0.246
1.696,0.344,0.07,0.005,0.2465
1.702,0.344,0.07,0.005,0.247
1.707,0.345,0.071,0.005,0.2475
1.708,0.348,0.073,0.005,0.248
1.71,0.348,0.073,0.005,0.2485
1.712,0.352,0.074,0.006,0.249
1.722,0.352,0.074,0.006,0.2495
1.723,0.353,0.074,0.006,0.25
1.723,0.355,0.076,0.006,0.2505
1.725,0.359,0.077,0.006,0.251
1.74,0.359,0.077,0.006,0.2515
1.74,0.361,0.078,0.006,0.252
1.776,0.363,0.079,0.006,0.2525
1.785,0.363,0.079,0.007,0.253
1.792,0.364,0.08,0.007,0.2535
1.836,0.365,0.08,0.007,0.254
1.839,0.366,0.08,0.007,0.2545
1.84,0.367,0.08,0.007,0.255
1.845,0.368,0.08,0.007,0.2555
1.845,0.374,0.081,0.008,0.256
1.846,0.377,0.081,0.008,0.2565
1.849,0.377,0.081,0.008,0.257
1.858,0.378,0.084,0.008,0.2575
1.86,0.379,0.084,0.008,0.258
1.867,0.379,0.086,0.008,0.2585
1.877,0.383,0.086,0.008,0.259
1.883,0.383,0.087,0.009,0.2595
1.887,0.387,0.087,0.009,0.26
1.887,0.387,0.087,0.009,0.2605
1.898,0.388,0.088,0.009,0.261
1.898,0.39,0.088,0.01,0.2615
1.914,0.393,0.089,0.01,0.262
1.921,0.394,0.089,0.01,0.2625
1.94,0.394,0.091,0.01,0.263
1.956,0.396,0.092,0.01,0.2635
1.976,0.399,0.092,0.01,0.264
1.99,0.402,0.093,0.01,0.2645
1.991,0.411,0.093,0.01,0.265
2.0,0.413,0.093,0.01,0.2655
2.026,0.414,0.093,0.011,0.266
2.03,0.415,0.094,0.011,0.2665
2.068,0.415,0.094,0.011,0.267
2.072,0.417,0.095,0.011,0.2675
2.086,0.417,0.095,0.011,0.268
2.097,0.422,0.096,0.011,0.2685
2.1,0.427,0.097,0.011,0.269
2.113,0.428,0.097,0.011,0.2695
2.125,0.428,0.098,0.011,0.27
2.125,0.433,0.098,0.012,0.2705
2.153,0.433,0.099,0.012,0.271
2.154,0.438,0.099,0.012,0.2715
2.162,0.442,0.1,0.013,0.272
2.187,0.442,0.101,0.013,0.2725
2.191,0.443,0.102,0.013,0.273
2.216,0.446,0.103,0.013,0.2735
2.221,0.448,0.103,0.013,0.274
2.223,0.449,0.103,0.013,0.2745
2.234,0.454,0.104,0.013,0.275
2.244,0.456,0.104,0.013,0.2755
2.248,0.457,0.105,0.014,0.276
2.263,0.457,0.111,0.014,0.2765
2.264,0.458,0.111,0.014,0.277
2.284,0.461,0.111,0.014,0.2775
2.314,0.463,0.111,0.014,0.278
2.316,0.467,0.111,0.014,0.2785
2.339,0.47,0.112,0.015,0.279
2.354,0.47,0.113,0.015,0.2795
2.381,0.471,0.113,0.015,0.28
2.389,0.473,0.113,0.015,0.2805
2.396,0.474,0.114,0.015,0.281
2.408,0.474,0.114,0.015,0.2815
2.429,0.475,0.114,0.015,0.282
2.432,0.476,0.114,0.016,0.2825
2.438,0.479,0.115,0.016,0.283
2.461,0.485,0.117,0.017,0.2835
2.468,0.487,0.118,0.017,0.284
2.49,0.49,0.119,0.017,0.2845
2.517,0.491,0.119,0.017,0.285
2.522,0.491,0.119,0.019,0.2855
2.522,0.492,0.12,0.019,0.286
2.535,0.493,0.12,0.019,0.2865
2.541,0.494,0.12,0.019,0.287
2.55,0.494,0.12,0.02,0.2875
2.564,0.496,0.12,0.02,0.288
2.576,0.496,0.122,0.02,0.2885
2.588,0.496,0.122,0.02,0.289
2.59,0.497,0.123,0.021,0.2895
2.608,0.501,0.126,0.021,0.29
2.609,0.501,0.127,0.021,0.2905
2.62,0.502,0.128,0.021,0.291
2.622,0.502,0.129,0.022,0.2915
2.632,0.503,0.13,0.022,0.292
2.641,0.504,0.13,0.022,0.2925
2.654,0.504,0.13,0.022,0.293
2.657,0.505,0.131,0.023,0.2935
2.658,0.506,0.131,0.023,0.294
2.668,0.509,0.132,0.023,0.2945
2.672,0.51,0.132,0.024,0.295
2.684,0.515,0.133,0.024,0.2955
2.692,0.518,0.133,0.024,0.296
2.707,0.524,0.134,0.025,0.2965
2.707,0.524,0.135,0.025,0.297
2.728,0.526,0.135,0.025,0.2975
2.743,0.529,0.136,0.025,0.298
2.749,0.529,0.136,0.025,0.2985
2.76,0.53,0.137,0.026,0.299
2.769,0.546,0.141,0.026,0.2995
2.776,0.547,0.142,0.026,0.3
2.78,0.555,0.142,0.026,0.3005
2.786,0.556,0.142,0.026,0.301
2.786,0.557,0.144,0.026,0.3015
2.799,0.559,0.144,0.027,0.302
2.823,0.56,0.144,0.027,0.3025
2.827,0.565,0.145,0.027,0.303
2.84,0.566,0.145,0.028,0.3035
2.849,0.567,0.147,0.028,0.304
2.87,0.567,0.147,0.028,0.3045
2.88,0.573,0.147,0.029,0.305
2.947,0.573,0.147,0.029,0.3055
2.979,0.577,0.148,0.03,0.306
2.984,0.579,0.15,0.03,0.3065
2.998,0.58,0.155,0.03,0.307
3.026,0.58,0.155,0.03,0.3075
3.029,0.581,0.155,0.031,0.308
3.029,0.581,0.156,0.031,0.3085
3.032,0.583,0.157,0.031,0.309
3.037,0.589,0.157,0.032,0.3095
3.045,0.59,0.157,0.032,0.31
3.045,0.59,0.159,0.033,0.3105
3.05,0.59,0.16,0.034,0.311
3.062,0.591,0.16,0.034,0.3115
3.071,0.592,0.161,0.034,0.312
3.08,0.603,0.162,0.034,0.3125
3.098,0.604,0.162,0.036,0.313
3.1,0.615,0.162,0.036,0.3135
3.114,0.618,0.164,0.037,0.314
3.14,0.62,0.165,0.037,0.3145
3.141,0.62,0.165,0.037,0.315
3.156,0.627,0.166,0.038,0.3155
3.164,0.634,0.167,0.038,0.316
3.172,0.635,0.167,0.038,0.3165
3.18,0.639,0.168,0.038,0.317
3.183,0.64,0.169,0.04,0.3175
3.186,0.645,0.17,0.04,0.318
3.192,0.647,0.17,0.041,0.3185
3.202,0.657,0.17,0.041,0.319
3.223,0.66,0.172,0.041,0.3195
3.228,0.668,0.172,0.041,0.32
3.233,0.674,0.173,0.042,0.3205
3.246,0.679,0.173,0.042,0.321
3.253,0.684,0.175,0.043,0.3215
3.271,0.69,0.176,0.044,0.322
3.285,0.693,0.177,0.044,0.3225
3.301,0.697,0.177,0.044,0.323
3.303,0.698,0.177,0.045,0.3235
3.318,0.701,0.177,0.045,0.324
3.324,0.702,0.178,0.045,0.3245
3.354,0.709,0.179,0.046,0.325
3.361,0.716,0.179,0.046,0.3255
3.367,0.718,0.18,0.047,0.326
3.371,0.719,0.18,0.048,0.3265
3.386,0.728,0.181,0.049,0.327
3.408,0.729,0.184,0.049,0.3275
3.428,0.742,0.19,0.05,0.328
3.43,0.742,0.19,0.05,0.3285
3.431,0.745,0.19,0.05,0.329
3.445,0.746,0.19,0.052,0.3295
3.448,0.75,0.19,0.053,0.33
3.455,0.751,0.192,0.053,0.3305
3.484,0.757,0.192,0.053,0.331
3.497,0.759,0.192,0.053,0.3315
3.508,0.767,0.192,0.053,0.332
3.516,0.768,0.193,0.054,0.3325
3.524,0.77,0.193,0.054,0.333
3.537,0.771,0.193,0.054,0.3335
3.55,0.774,0.195,0.055,0.334
3.583,0.777,0.195,0.055,0.3345
3.588,0.79,0.196,0.055,0.335
3.59,0.79,0.197,0.056,0.3355
3.598,0.791,0.201,0.056,0.336
3.616,0.793,0.202,0.056,0.3365
3.661,0.799,0.204,0.057,0.337
3.662,0.801,0.204,0.057,0.3375
3.678,0.805,0.206,0.057,0.338
3.691,0.805,0.207,0.058,0.3385
3.691,0.808,0.208,0.058,0.339
3.693,0.816,0.209,0.059,0.3395
